Host Name,Number of Stars,Number of Planets,Radius (Thousands of Astronomical Units),Host (Galaxy),,,,,,,,,,,
TIC 257060897,1,1,39.815,Small Magellanic Cloud,,,,,,,,,,,
TIC 279401253,1,2,34.196,Eye of Sauron,,,,,,,,,,,
TIC 365102760,1,1,272.526,Grasshopper,,,,,,,,,,,
TIC 393818343,1,1,200.729,Sculptor Dwarf Galaxy,,,,,,,,,,,
TIC 46432937,1,1,57.422,Sculptor Galaxy,,,,,,,,,,,
TIC 4672985,1,1,154.138,Eye of Sauron,,,,,,,,,,,
TOI-1052,1,2,21.496,Eye of God,,,,,,,,,,,
TOI-1062,1,2,1.898,Needle Galaxy,,,,,,,,,,,
TOI-1064,1,2,124.204,Sculptor Dwarf Galaxy,,,,,,,,,,,
TOI-1075,1,1,273.917,Condor Galaxy,,,,,,,,,,,
TOI-1107,1,1,175.971,Butterfly Galaxies,,,,,,,,,,,
TOI-1130,1,2,84.172,Helix Galaxy,,,,,,,,,,,
TOI-1135,1,1,29.043,Needle Galaxy,,,,,,,,,,,
TOI-1136,1,6,248.693,Hoag's Object,,,,,,,,,,,
TOI-1173,2,1,201.505,Antennae Galaxies,,,,,,,,,,,
TOI-1174,1,1,273.416,Lindsay-Shapley Ring,,,,,,,,,,,
TOI-1180,1,1,168.168,Blinking Galaxy,,,,,,,,,,,
TOI-1181,1,1,155.132,Blinking Galaxy,,,,,,,,,,,
TOI-1184,1,1,14.517,Spiderweb Galaxy,,,,,,,,,,,
TOI-1194,1,1,121.808,Triangulum Galaxy,,,,,,,,,,,
TOI-1199,1,1,273.397,Blinking Galaxy,,,,,,,,,,,
TOI-1201,2,1,63.624,Condor Galaxy,,,,,,,,,,,
TOI-122,1,1,157.269,Lindsay-Shapley Ring,,,,,,,,,,,
TOI-1221,1,1,165.912,Godzilla Galaxy,,,,,,,,,,,
TOI-1224,1,2,87.305,Meathook Galaxy,,,,,,,,,,,
TOI-1227,1,1,68.981,Bear Paw Galaxy,,,,,,,,,,,
TOI-1231,1,1,188.361,Fried Egg Galaxy,,,,,,,,,,,
TOI-1235,1,1,118.231,Butterfly Galaxies,,,,,,,,,,,
TOI-1244,1,1,254.939,Sombrero Galaxy,,,,,,,,,,,
TOI-1246,1,4,152.252,Mice Galaxies,,,,,,,,,,,
TOI-1248,1,1,70.509,Knife Edge Galaxy,,,,,,,,,,,
TOI-1249,1,1,160.281,Spider Galaxy,,,,,,,,,,,
TOI-125,1,3,228.514,Backward Galaxy,,,,,,,,,,,
TOI-1259 A,2,1,43.647,Antennae Galaxies,,,,,,,,,,,
TOI-1260,1,3,215.498,Hidden Galaxy,,,,,,,,,,,
TOI-1266,1,2,137.51,Peekaboo Galaxy,,,,,,,,,,,
TOI-1268,1,1,26.838,Little Sombrero Galaxy,,,,,,,,,,,
TOI-1269,1,1,52.378,Lindsay-Shapley Ring,,,,,,,,,,,
TOI-1272,1,2,272.005,Fried Egg Galaxy,,,,,,,,,,,
TOI-1273,1,1,33.208,Lindsay-Shapley Ring,,,,,,,,,,,
TOI-1278,1,1,72.022,Coma Pinwheel Galaxy,,,,,,,,,,,
TOI-1279,1,1,142.636,Dusty Hand Galaxy,,,,,,,,,,,
TOI-128,1,1,62.958,Whirlpool Galaxy,,,,,,,,,,,
TOI-1288,1,2,45.546,Spider Galaxy,,,,,,,,,,,
TOI-1294,1,2,21.782,Blinking Galaxy,,,,,,,,,,,
TOI-1295,1,1,0.316,Eye of God,,,,,,,,,,,
TOI-1296,1,1,260.637,Knife Edge Galaxy,,,,,,,,,,,
TOI-1298,1,1,2.312,Little Sombrero Galaxy,,,,,,,,,,,
TOI-1301,1,1,136.163,Topsy Turvy Galaxy,,,,,,,,,,,
TOI-132,1,1,253.348,Backward Galaxy,,,,,,,,,,,
TOI-1333,2,1,234.568,Mice Galaxies,,,,,,,,,,,
TOI-1338 A,2,2,29.827,Bear Paw Galaxy,,,,,,,,,,,
TOI-1347,1,2,124.6,Bear Paw Galaxy,,,,,,,,,,,
TOI-1386,1,2,246.385,Sculptor Galaxy,,,,,,,,,,,
TOI-139,1,1,267.64,Coma Pinwheel Galaxy,,,,,,,,,,,
TOI-1408,1,2,276.831,Godzilla Galaxy,,,,,,,,,,,
TOI-1410,1,2,34.832,Whale Galaxy,,,,,,,,,,,
TOI-1411,1,1,201.66,Butterfly Galaxies,,,,,,,,,,,
TOI-1416,1,1,153.354,Hoag's Object,,,,,,,,,,,
TOI-1420,1,1,191.245,UFO Galaxy,,,,,,,,,,,
TOI-1422,1,1,243.232,Condor Galaxy,,,,,,,,,,,
TOI-1431,1,1,10.349,Cocoon Galaxy,,,,,,,,,,,
TOI-1437,1,1,270.835,Hoag's Object,,,,,,,,,,,
TOI-1439,1,1,267.632,Eye of God,,,,,,,,,,,
TOI-1442,1,1,201.104,Antennae Galaxies,,,,,,,,,,,
TOI-1443,1,1,113.422,Fireworks Galaxy,,,,,,,,,,,
TOI-1444,1,1,140.899,Paramecium Galaxy,,,,,,,,,,,
TOI-1448,1,1,258.24,Andromeda Galaxy,,,,,,,,,,,
TOI-1450 A,2,2,200.01,Backward Galaxy,,,,,,,,,,,
TOI-1451,1,1,205.598,Paramecium Galaxy,,,,,,,,,,,
TOI-1452,2,1,68.572,Eye of Sauron,,,,,,,,,,,
TOI-1467,1,1,35.998,Dusty Hand Galaxy,,,,,,,,,,,
TOI-1468,1,2,237.5,Bear Paw Galaxy,,,,,,,,,,,
TOI-1470,1,2,291.464,Comet Galaxy,,,,,,,,,,,
TOI-1472,1,1,285.31,Bode's Galaxy,,,,,,,,,,,
TOI-1478,1,1,92.761,Milky Way,,,,,,,,,,,
TOI-150,1,1,278.589,Comet Galaxy,,,,,,,,,,,
TOI-1516,1,1,112.12,Backward Galaxy,,,,,,,,,,,
TOI-1518,1,1,127.183,Godzilla Galaxy,,,,,,,,,,,
TOI-157,1,1,160.85,Lindsay-Shapley Ring,,,,,,,,,,,
TOI-1601,1,1,163.071,Medusa Merger,,,,,,,,,,,
TOI-163,1,1,152.822,Andromeda Galaxy,,,,,,,,,,,
TOI-1630,1,1,87.906,Eye of God,,,,,,,,,,,
TOI-1634,2,2,269.781,Small Magellanic Cloud,,,,,,,,,,,
TOI-1659,1,1,175.362,Needle Galaxy,,,,,,,,,,,
TOI-1669,1,2,53.944,Cocoon Galaxy,,,,,,,,,,,
TOI-1670,1,2,56.196,Andromeda Galaxy,,,,,,,,,,,
TOI-1680,1,1,6.591,Grasshopper,,,,,,,,,,,
TOI-1683,1,1,37.949,Malin 1,,,,,,,,,,,
TOI-1685,1,1,5.353,Lindsay-Shapley Ring,,,,,,,,,,,
TOI-169,1,1,122.907,Coma Pinwheel Galaxy,,,,,,,,,,,
TOI-1691,1,1,210.386,Peekaboo Galaxy,,,,,,,,,,,
TOI-1693,1,1,266.125,Sculptor Dwarf Galaxy,,,,,,,,,,,
TOI-1694,1,2,205.424,Fireworks Galaxy,,,,,,,,,,,
TOI-1695,1,1,149.087,Hoag's Object,,,,,,,,,,,
TOI-1696,1,1,290.214,Blinking Galaxy,,,,,,,,,,,
TOI-1710,2,1,279.472,Whirlpool Galaxy,,,,,,,,,,,
TOI-1716,1,1,143.006,Eye of Sauron,,,,,,,,,,,
TOI-172,1,1,203.886,Comet Galaxy,,,,,,,,,,,
TOI-1723,1,1,40.499,Meathook Galaxy,,,,,,,,,,,
TOI-1728,1,1,193.824,Spiderweb Galaxy,,,,,,,,,,,
TOI-1736,1,2,102.046,Milky Way,,,,,,,,,,,
TOI-1739,1,1,29.006,Milky Way,,,,,,,,,,,
TOI-1742,1,1,69.577,Hidden Galaxy,,,,,,,,,,,
TOI-1744,1,1,61.368,Malin 1,,,,,,,,,,,
TOI-1749,1,3,290.271,Starfish Galaxy,,,,,,,,,,,
TOI-1751,1,1,215.533,Sculptor Dwarf Galaxy,,,,,,,,,,,
TOI-1753,1,1,164.129,Helix Galaxy,,,,,,,,,,,
TOI-1758,1,1,244.003,Porpoise Galaxy,,,,,,,,,,,
TOI-1759,1,1,216.168,Meathook Galaxy,,,,,,,,,,,
TOI-1768,1,1,40.333,Large Magellanic Cloud,,,,,,,,,,,
TOI-1772,1,1,228.996,Large Magellanic Cloud,,,,,,,,,,,
TOI-1775,1,1,35.306,Godzilla Galaxy,,,,,,,,,,,
TOI-1776,1,1,56.999,Fireworks Galaxy,,,,,,,,,,,
TOI-1777,1,1,231.566,Spider Galaxy,,,,,,,,,,,
TOI-178,1,6,9.695,Cocoon Galaxy,,,,,,,,,,,
TOI-1782,1,2,50.999,Comet Galaxy,,,,,,,,,,,
TOI-1789,1,1,282.179,Black Eye Galaxy,,,,,,,,,,,
TOI-1794,1,1,68.437,Hidden Galaxy,,,,,,,,,,,
TOI-1798,1,2,91.088,Eye of God,,,,,,,,,,,
TOI-1799,1,1,103.875,Fried Egg Galaxy,,,,,,,,,,,
TOI-1801,2,1,280.944,Hidden Galaxy,,,,,,,,,,,
TOI-1806,1,1,43.197,Malin 1,,,,,,,,,,,
TOI-1807,1,1,109.007,Lindsay-Shapley Ring,,,,,,,,,,,
TOI-181,1,1,284.37,Malin 1,,,,,,,,,,,
TOI-1811,1,1,132.371,Eye of God,,,,,,,,,,,
TOI-1820,1,1,123.119,Starfish Galaxy,,,,,,,,,,,
TOI-1823,1,1,262.487,Triangulum Galaxy,,,,,,,,,,,
TOI-1824,1,1,111.62,Grasshopper,,,,,,,,,,,
TOI-1836,1,2,103.302,Lindsay-Shapley Ring,,,,,,,,,,,
TOI-1842,1,1,53.681,Blinking Galaxy,,,,,,,,,,,
TOI-1853,1,1,57.406,Helix Galaxy,,,,,,,,,,,
TOI-1855,1,1,150.992,Circinus Galaxy,,,,,,,,,,,
TOI-1859,1,1,190.873,Medusa Merger,,,,,,,,,,,
TOI-1860,1,1,156.154,Medusa Merger,,,,,,,,,,,
TOI-1883,1,1,257.29,Tadpole Galaxy,,,,,,,,,,,
TOI-1898,1,1,21.765,Hidden Galaxy,,,,,,,,,,,
TOI-1899,1,1,5.53,Andromeda Galaxy,,,,,,,,,,,
TOI-1937 A,2,1,34.183,Eye of Sauron,,,,,,,,,,,
TOI-198,1,1,13.993,Sculptor Dwarf Galaxy,,,,,,,,,,,
TOI-199,1,2,229.805,Malin 1,,,,,,,,,,,
TOI-1994,1,1,225.959,Barnard's Galaxy,,,,,,,,,,,
TOI-2000,1,2,40.33,Hockey Stick Galaxies,,,,,,,,,,,
TOI-201,1,1,84.376,Sombrero Galaxy,,,,,,,,,,,
TOI-2010,1,1,142.243,Knife Edge Galaxy,,,,,,,,,,,
TOI-2015,1,1,3.706,Meathook Galaxy,,,,,,,,,,,
TOI-2018,1,1,55.887,Small Magellanic Cloud,,,,,,,,,,,
TOI-2019,1,1,85.167,Hockey Stick Galaxies,,,,,,,,,,,
TOI-2025,1,1,286.81,Whale Galaxy,,,,,,,,,,,
TOI-2046,1,1,49.86,Condor Galaxy,,,,,,,,,,,
TOI-2048,1,1,9.425,Cocoon Galaxy,,,,,,,,,,,
TOI-206,1,1,293.565,Little Sombrero Galaxy,,,,,,,,,,,
TOI-2068,1,1,216.59,Malin 1,,,,,,,,,,,
TOI-2076,1,3,19.88,Hockey Stick Galaxies,,,,,,,,,,,
TOI-2081,1,1,293.969,Porphyrion,,,,,,,,,,,
TOI-2084,2,1,214.477,Triangulum Galaxy,,,,,,,,,,,
TOI-2088,1,1,7.106,Black Eye Galaxy,,,,,,,,,,,
TOI-2095,1,2,219.411,Godzilla Galaxy,,,,,,,,,,,
TOI-2096,1,2,198.988,Grasshopper,,,,,,,,,,,
TOI-2107,1,1,5.637,Medusa Merger,,,,,,,,,,,
TOI-2109,1,1,109.528,Backward Galaxy,,,,,,,,,,,
TOI-2120,1,1,108.007,Large Magellanic Cloud,,,,,,,,,,,
TOI-2128,1,1,136.029,Alcyoneus,,,,,,,,,,,
TOI-2134,1,2,230.686,Porphyrion,,,,,,,,,,,
TOI-2136,1,1,115.326,Southern Pinwheel Galaxy,,,,,,,,,,,
TOI-2141,1,1,234.673,Comet Galaxy,,,,,,,,,,,
TOI-2145,1,1,35.231,Large Magellanic Cloud,,,,,,,,,,,
TOI-2152,3,1,163.244,Mayall's Object,,,,,,,,,,,
TOI-2154,1,1,171.068,Cartwheel Galaxy,,,,,,,,,,,
TOI-2158,1,1,122.967,Godzilla Galaxy,,,,,,,,,,,
TOI-216,1,2,266.91,Sculptor Dwarf Galaxy,,,,,,,,,,,
TOI-2180,1,1,290.21,Coma Pinwheel Galaxy,,,,,,,,,,,
TOI-2184,1,1,266.488,Sculptor Galaxy,,,,,,,,,,,
TOI-2193 A,2,1,295.646,Hoag's Object,,,,,,,,,,,
TOI-2194,1,1,202.219,Malin 1,,,,,,,,,,,
TOI-2196,1,1,35.458,Pinwheel Galaxy,,,,,,,,,,,
TOI-220,1,1,141.555,Godzilla Galaxy,,,,,,,,,,,
TOI-2202,1,2,123.069,Hockey Stick Galaxies,,,,,,,,,,,
TOI-2207,1,1,133.434,Bear Paw Galaxy,,,,,,,,,,,
TOI-2211,1,1,91.437,Grasshopper,,,,,,,,,,,
TOI-2236,1,1,40.422,Meathook Galaxy,,,,,,,,,,,
TOI-2257,1,1,180.318,Pinwheel Galaxy,,,,,,,,,,,
TOI-2260,1,1,30.233,Meathook Galaxy,,,,,,,,,,,
TOI-2266,1,1,12.185,Hockey Stick Galaxies,,,,,,,,,,,
TOI-2274,1,1,71.65,Barnard's Galaxy,,,,,,,,,,,
TOI-2285,1,1,292.622,Black Eye Galaxy,,,,,,,,,,,
TOI-2337,1,1,220.089,Godzilla Galaxy,,,,,,,,,,,
TOI-2338,1,1,214.864,Butterfly Galaxies,,,,,,,,,,,
TOI-2364,1,1,268.853,Whale Galaxy,,,,,,,,,,,
TOI-2368,1,1,207.776,Little Sombrero Galaxy,,,,,,,,,,,
TOI-237,1,1,294.277,Backward Galaxy,,,,,,,,,,,
TOI-2373,1,1,97.932,Black Eye Galaxy,,,,,,,,,,,
TOI-2374,1,1,196.048,Andromeda Galaxy,,,,,,,,,,,
TOI-2379,1,1,63.386,Small Magellanic Cloud,,,,,,,,,,,
TOI-238,1,2,70.798,Backward Galaxy,,,,,,,,,,,
TOI-2384,1,1,155.007,Cigar Galaxy,,,,,,,,,,,
TOI-2406,1,1,71.502,Knife Edge Galaxy,,,,,,,,,,,
TOI-2411,1,1,219.015,Dusty Hand Galaxy,,,,,,,,,,,
TOI-2416,1,1,178.03,Comet Galaxy,,,,,,,,,,,
TOI-2420,1,1,66.126,Andromeda Galaxy,,,,,,,,,,,
TOI-2421,1,1,74.09,Medusa Merger,,,,,,,,,,,
TOI-2427,1,1,144.013,Knife Edge Galaxy,,,,,,,,,,,
TOI-244,1,1,86.598,Comet Galaxy,,,,,,,,,,,
TOI-2443,1,1,50.298,Blinking Galaxy,,,,,,,,,,,
TOI-2445,1,1,7.561,Knife Edge Galaxy,,,,,,,,,,,
TOI-2447,1,1,249.387,Spider Galaxy,,,,,,,,,,,
TOI-2458,1,2,201.5,Porpoise Galaxy,,,,,,,,,,,
TOI-2459,1,1,41.509,Topsy Turvy Galaxy,,,,,,,,,,,
TOI-2485,1,1,249.662,Hidden Galaxy,,,,,,,,,,,
TOI-2497,1,1,127.785,Comet Galaxy,,,,,,,,,,,
TOI-2498,1,1,285.903,Godzilla Galaxy,,,,,,,,,,,
TOI-251,1,1,122.573,Porpoise Galaxy,,,,,,,,,,,
TOI-2524,1,1,172.911,Hidden Galaxy,,,,,,,,,,,
TOI-2525,1,2,108.735,Blinking Galaxy,,,,,,,,,,,
TOI-2529,1,1,80.796,Peekaboo Galaxy,,,,,,,,,,,
TOI-2545,1,1,175.334,Eye of God,,,,,,,,,,,
TOI-2567,1,1,210.171,Large Magellanic Cloud,,,,,,,,,,,
TOI-257,1,1,253.776,Sunflower Galaxy,,,,,,,,,,,
TOI-2570,1,1,80.05,Grasshopper,,,,,,,,,,,
TOI-2580,1,1,254.834,Coma Pinwheel Galaxy,,,,,,,,,,,
TOI-2583 A,2,1,89.948,Southern Pinwheel Galaxy,,,,,,,,,,,
TOI-2587 A,2,1,51.691,Hoag's Object,,,,,,,,,,,
TOI-2589,1,1,29.221,Meathook Galaxy,,,,,,,,,,,
TOI-260,1,1,274.52,Godzilla Galaxy,,,,,,,,,,,
TOI-261,1,1,154.83,Cigar Galaxy,,,,,,,,,,,
TOI-262,1,1,287.972,Whale Galaxy,,,,,,,,,,,
TOI-2641,1,1,279.639,Fireworks Galaxy,,,,,,,,,,,
TOI-2669,1,1,66.72,Butterfly Galaxies,,,,,,,,,,,
TOI-269,1,1,195.53,Porpoise Galaxy,,,,,,,,,,,
TOI-270,1,3,74.589,Hockey Stick Galaxies,,,,,,,,,,,
TOI-2714,1,1,223.824,Pinwheel Galaxy,,,,,,,,,,,
TOI-2768,1,1,216.799,Blinking Galaxy,,,,,,,,,,,
TOI-277,1,1,40.223,Peekaboo Galaxy,,,,,,,,,,,
TOI-2796,1,1,220.763,Fireworks Galaxy,,,,,,,,,,,
TOI-2803 A,2,1,256.07,Eye of God,,,,,,,,,,,
TOI-2818,1,1,174.494,Fried Egg Galaxy,,,,,,,,,,,
TOI-2842,1,1,48.063,Coma Pinwheel Galaxy,,,,,,,,,,,
TOI-286,1,2,182.077,Hoag's Object,,,,,,,,,,,
TOI-2977,1,1,35.375,Eye of Sauron,,,,,,,,,,,
TOI-2981,1,1,136.904,Porphyrion,,,,,,,,,,,
TOI-3023,1,1,61.843,Cosmos Redshift 7,,,,,,,,,,,
TOI-3071,1,1,141.681,Southern Pinwheel Galaxy,,,,,,,,,,,
TOI-3082,1,1,254.655,Eye of God,,,,,,,,,,,
TOI-3235,1,1,292.83,Cosmos Redshift 7,,,,,,,,,,,
TOI-3261,1,1,102.449,UFO Galaxy,,,,,,,,,,,
TOI-329,1,1,10.072,Meathook Galaxy,,,,,,,,,,,
TOI-332,1,1,209.695,Cigar Galaxy,,,,,,,,,,,
TOI-3321,1,1,42.274,Helix Galaxy,,,,,,,,,,,
TOI-3331 A,2,1,195.849,Backward Galaxy,,,,,,,,,,,
TOI-3353,1,1,204.88,Needle Galaxy,,,,,,,,,,,
TOI-3362,1,1,226.637,Bode's Galaxy,,,,,,,,,,,
TOI-3364,1,1,185.026,Wolf-Lundmark-Melotte,,,,,,,,,,,
TOI-3540 A,2,1,34.856,Hidden Galaxy,,,,,,,,,,,
TOI-3568,1,1,187.041,Circinus Galaxy,,,,,,,,,,,
TOI-3629,1,1,176.842,Hidden Galaxy,,,,,,,,,,,
TOI-3688 A,2,1,106.855,Cigar Galaxy,,,,,,,,,,,
TOI-3693,1,1,176.371,Antennae Galaxies,,,,,,,,,,,
TOI-3714,2,1,294.613,Comet Galaxy,,,,,,,,,,,
TOI-3757,1,1,18.833,Medusa Merger,,,,,,,,,,,
TOI-3785,1,1,168.288,Whale Galaxy,,,,,,,,,,,
TOI-3807,1,1,43.687,Hoag's Object,,,,,,,,,,,
TOI-3819,1,1,105.114,Eye of Sauron,,,,,,,,,,,
TOI-3884,1,1,259.335,Large Magellanic Cloud,,,,,,,,,,,
TOI-3894,1,1,84.633,Cosmos Redshift 7,,,,,,,,,,,
TOI-3912,1,1,58.861,Sculptor Dwarf Galaxy,,,,,,,,,,,
TOI-3919,1,1,38.537,Antennae Galaxies,,,,,,,,,,,
TOI-3976 A,2,1,283.003,Hoag's Object,,,,,,,,,,,
TOI-3984 A,2,1,231.152,Cocoon Galaxy,,,,,,,,,,,
TOI-4010,1,4,234.646,Eye of God,,,,,,,,,,,
TOI-406,1,2,109.207,Alcyoneus,,,,,,,,,,,
TOI-4087,1,1,201.141,Mice Galaxies,,,,,,,,,,,
TOI-4127,1,1,76.564,Blinking Galaxy,,,,,,,,,,,
TOI-4137,1,1,183.796,Condor Galaxy,,,,,,,,,,,
TOI-4145 A,2,1,271.837,Sculptor Galaxy,,,,,,,,,,,
TOI-4153,1,1,10.428,Meathook Galaxy,,,,,,,,,,,
TOI-4184,1,1,68.39,Coma Pinwheel Galaxy,,,,,,,,,,,
TOI-4201,1,1,179.479,Small Magellanic Cloud,,,,,,,,,,,
TOI-421,2,2,110.149,Bear Paw Galaxy,,,,,,,,,,,
TOI-4308,1,1,272.559,Fried Egg Galaxy,,,,,,,,,,,
TOI-431,1,3,78.454,Lindsay-Shapley Ring,,,,,,,,,,,
TOI-4329,1,1,293.901,Coma Pinwheel Galaxy,,,,,,,,,,,
TOI-4336 A,3,1,202.461,Condor Galaxy,,,,,,,,,,,
TOI-4342,1,2,155.306,Knife Edge Galaxy,,,,,,,,,,,
TOI-4377,1,1,77.243,Eye of God,,,,,,,,,,,
TOI-4379,1,1,44.902,Helix Galaxy,,,,,,,,,,,
TOI-4406,1,1,224.804,Antennae Galaxies,,,,,,,,,,,
TOI-4438,1,1,29.634,Knife Edge Galaxy,,,,,,,,,,,
TOI-444,1,1,73.549,Small Magellanic Cloud,,,,,,,,,,,
TOI-4443,1,1,233.304,Meathook Galaxy,,,,,,,,,,,
TOI-4463 A,2,1,125.144,Alcyoneus,,,,,,,,,,,
TOI-4479,1,1,178.392,Circinus Galaxy,,,,,,,,,,,
TOI-4495,1,1,244.173,Helix Galaxy,,,,,,,,,,,
TOI-4504,1,3,48.943,UFO Galaxy,,,,,,,,,,,
TOI-451,2,3,213.097,Cocoon Galaxy,,,,,,,,,,,
TOI-4515,1,1,44.858,Dusty Hand Galaxy,,,,,,,,,,,
TOI-4527,1,1,38.866,Coma Pinwheel Galaxy,,,,,,,,,,,
TOI-4551,1,1,165.025,Cosmos Redshift 7,,,,,,,,,,,
TOI-4559,1,1,281.147,Meathook Galaxy,,,,,,,,,,,
TOI-4562,1,2,216.685,Comet Galaxy,,,,,,,,,,,
TOI-4582,1,1,131.079,Antennae Galaxies,,,,,,,,,,,
TOI-4600,1,2,108.646,Dusty Hand Galaxy,,,,,,,,,,,
TOI-4602,1,1,265.268,Porpoise Galaxy,,,,,,,,,,,
TOI-4603,1,1,38.395,Knife Edge Galaxy,,,,,,,,,,,
TOI-4633,2,1,270.455,Mayall's Object,,,,,,,,,,,
TOI-4638,1,1,159.163,Backward Galaxy,,,,,,,,,,,
TOI-4641,1,1,1.91,Meathook Galaxy,,,,,,,,,,,
TOI-470,1,1,114.817,Helix Galaxy,,,,,,,,,,,
TOI-4791,1,1,135.116,Cocoon Galaxy,,,,,,,,,,,
TOI-480,1,1,272.078,Meathook Galaxy,,,,,,,,,,,
TOI-481,1,1,219.988,Antennae Galaxies,,,,,,,,,,,
TOI-4860,1,1,142.32,Godzilla Galaxy,,,,,,,,,,,
TOI-4914,1,1,228.363,Milky Way,,,,,,,,,,,
TOI-4994,1,1,270.961,Dusty Hand Galaxy,,,,,,,,,,,
TOI-500,1,4,153.604,Circinus Galaxy,,,,,,,,,,,
TOI-5005,1,1,42.096,Malin 1,,,,,,,,,,,
TOI-5076,2,1,211.172,Bear Paw Galaxy,,,,,,,,,,,
TOI-5082,1,1,169.886,Black Eye Galaxy,,,,,,,,,,,
TOI-5108,1,1,63.532,Black Eye Galaxy,,,,,,,,,,,
TOI-5126,1,2,119.847,Backward Galaxy,,,,,,,,,,,
TOI-5153,1,1,168.099,Antennae Galaxies,,,,,,,,,,,
TOI-5174,1,1,66.691,Andromeda Galaxy,,,,,,,,,,,
TOI-519,1,1,197.088,Circinus Galaxy,,,,,,,,,,,
TOI-5205,1,1,106,Mice Galaxies,,,,,,,,,,,
TOI-5218,1,1,96.125,Butterfly Galaxies,,,,,,,,,,,
TOI-5232,1,1,100.974,Mice Galaxies,,,,,,,,,,,
TOI-5238,1,1,25.792,Eye of Sauron,,,,,,,,,,,
TOI-5293 A,2,1,7.928,Malin 1,,,,,,,,,,,
TOI-530,1,1,205.02,Antennae Galaxies,,,,,,,,,,,
TOI-5301,1,1,208.733,Cigar Galaxy,,,,,,,,,,,
TOI-5319,1,1,11.856,Little Sombrero Galaxy,,,,,,,,,,,
TOI-532,1,1,198.292,Whale Galaxy,,,,,,,,,,,
TOI-5344,1,1,231.018,Butterfly Galaxies,,,,,,,,,,,
TOI-5388,1,1,274.765,Peekaboo Galaxy,,,,,,,,,,,
TOI-5398,1,2,96.592,Lindsay-Shapley Ring,,,,,,,,,,,
TOI-540,1,1,262.453,Circinus Galaxy,,,,,,,,,,,
TOI-544,1,2,217.305,Coma Pinwheel Galaxy,,,,,,,,,,,
TOI-5542,1,1,98.48,Porphyrion,,,,,,,,,,,
TOI-558,1,1,68.668,Butterfly Galaxies,,,,,,,,,,,
TOI-559,1,1,143.557,Godzilla Galaxy,,,,,,,,,,,
TOI-561,1,4,214.63,Large Magellanic Cloud,,,,,,,,,,,
TOI-5616,1,1,203.327,Spider Galaxy,,,,,,,,,,,
TOI-5634 A,2,1,266.486,Medusa Merger,,,,,,,,,,,
TOI-564,1,1,56.677,Triangulum Galaxy,,,,,,,,,,,
TOI-5678,1,1,146.023,Medusa Merger,,,,,,,,,,,
TOI-5688 A,2,1,31.324,Hidden Galaxy,,,,,,,,,,,
TOI-5704,1,1,134.149,Eye of God,,,,,,,,,,,
TOI-5713,1,1,193.978,Helix Galaxy,,,,,,,,,,,
TOI-5720,1,1,63.777,Needle Galaxy,,,,,,,,,,,
TOI-5726,1,1,55.946,Bode's Galaxy,,,,,,,,,,,
TOI-5786,2,1,88.262,Lindsay-Shapley Ring,,,,,,,,,,,
TOI-5799,1,1,124.576,Small Magellanic Cloud,,,,,,,,,,,
TOI-5803,1,1,84.203,Dusty Hand Galaxy,,,,,,,,,,,
TOI-6002,1,1,258.262,Coma Pinwheel Galaxy,,,,,,,,,,,
TOI-6008,1,1,23.397,Coma Pinwheel Galaxy,,,,,,,,,,,
TOI-6016,1,1,297.352,Eye of God,,,,,,,,,,,
TOI-6029,1,1,240.696,Sunflower Galaxy,,,,,,,,,,,
TOI-6034,2,1,61.926,Wolf-Lundmark-Melotte,,,,,,,,,,,
TOI-6038 A,2,1,135.29,Sculptor Dwarf Galaxy,,,,,,,,,,,
TOI-6054,1,2,132.401,Milky Way,,,,,,,,,,,
TOI-6086,1,1,50.766,Sombrero Galaxy,,,,,,,,,,,
TOI-6130,1,1,233.959,Cosmos Redshift 7,,,,,,,,,,,
TOI-615,1,1,112.468,Lindsay-Shapley Ring,,,,,,,,,,,
TOI-620,1,1,265.95,Hockey Stick Galaxies,,,,,,,,,,,
TOI-622,1,1,66.468,Cosmos Redshift 7,,,,,,,,,,,
TOI-6255,1,1,68.702,Fried Egg Galaxy,,,,,,,,,,,
TOI-628,1,1,270.209,Small Magellanic Cloud,,,,,,,,,,,
TOI-6383 A,2,1,142.808,Backward Galaxy,,,,,,,,,,,
TOI-640,1,1,271.725,Cosmos Redshift 7,,,,,,,,,,,
TOI-654,1,1,118.21,Butterfly Galaxies,,,,,,,,,,,
TOI-663,1,3,205.809,Butterfly Galaxies,,,,,,,,,,,
TOI-6651,1,1,258.996,Meathook Galaxy,,,,,,,,,,,
TOI-669,1,1,283.015,Pinwheel Galaxy,,,,,,,,,,,
TOI-672,1,1,12.833,Helix Galaxy,,,,,,,,,,,
TOI-674,1,1,285.724,Eye of God,,,,,,,,,,,
TOI-677,1,1,143.748,Godzilla Galaxy,,,,,,,,,,,
TOI-700,1,4,199.719,Andromeda Galaxy,,,,,,,,,,,
TOI-712,1,3,243.744,Bode's Galaxy,,,,,,,,,,,
TOI-715,1,1,267.306,Medusa Merger,,,,,,,,,,,
TOI-733,1,1,20.051,Eye of Sauron,,,,,,,,,,,
TOI-757,1,1,221.585,Helix Galaxy,,,,,,,,,,,
TOI-762 A,2,1,228.824,Knife Edge Galaxy,,,,,,,,,,,
TOI-763,1,2,236.415,Bear Paw Galaxy,,,,,,,,,,,
