Planet Name,Planet Radius [Earth Radius],Duration of a day (hours),Planetary Type,Gravity Strength,Has Biosphere,Discovery Year,Star Name,ObjectType
UKIRT-2017-BLG-001L b,1.07,49.05,Gas Giant,High,0,2016,UKIRT-2017-BLG-001L,P
GJ 273 c,1.06,17.65,Gas Giant,High,0,2017,GJ 273,P
WASP-12 b,1.06,18.04,Proto Planet,Low,1,2016,WASP-12,P
WASP-123 b,1.06,8.85,Ice Giant,High,0,2016,WASP-123,P
EPIC 201170410.02,1.047,81.8,Garden World,Medium,1,2020,EPIC 201170410,P
EPIC 201841433 b,1.04,58.87,Proto Planet,Low,1,2019,EPIC 201841433,P
Kepler-580 b,1.04,54.02,Proto Planet,Low,1,2017,Kepler-580,P
EPIC 201754305 d,1.03,67.14,Proto Planet,Low,1,2019,K2-16,P
GJ 1002 b,1.03,86.5,Proto Planet,Low,1,2022,GJ 1002,P
Kepler-79 d,1.03,66.05,Proto Planet,Low,1,2021,Kepler-79,P
TYC 1422-614-1 b,1.03,59.97,Dwarf Planet,Low,1,2016,TYC 1422-614-1,P
AU Mic d,1.02,83.65,Gas Giant,High,0,2023,AU Mic,P
TOI-905 b,1.02,79.47,Gas Giant,High,0,2016,TOI-905,P
Kepler-997 b,1.015,23.94,Dwarf Planet,Low,1,2023,Kepler-997,P
Kepler-589 b,1.014,3.47,Gas Giant,High,0,2017,Kepler-589,P
EPIC 206032309 b,1.01,88.36,Chthonian Planet,Low,1,2019,EPIC 206032309,P
MOA-2009-BLG-319L b,1.01,93.6,Gas Giant,High,0,2016,MOA-2009-BLG-319L,P
TOI-1450 A c,1.01,112.64,Proto Planet,Low,1,2016,TOI-1450,P
mu Leo b,1.01,46.99,Gas Giant,High,0,2016,mu Leo,P
EPIC 201833600 c,1,46.34,Dwarf Planet,Low,1,2019,K2-50,P
EPIC 206215704 b,1,48.66,Ice Giant,High,0,2019,EPIC 206215704,P
Kepler-609 b,1,55.31,Garden World,Medium,1,2018,Kepler-609,P
Kepler-69 b,1,41.4,Dwarf Planet,Low,1,2018,Kepler-69,P
Kepler-7 b,1,86.43,Gas Giant,High,0,2018,Kepler-7,P
OGLE-2017-BLG-0406L b,0.997,29.66,Proto Planet,Low,1,2021,OGLE-2017-BLG-0406L,P
EPIC 220492298 b,0.99,103.06,Chthonian Planet,Low,1,2021,EPIC 220492298,P
HD 101581 c,0.99,104.36,Dwarf Planet,Low,1,2025,HIP 56998,P
Kepler-858 b,0.99,80.83,Proto Planet,Low,1,2022,Kepler-858,P
TOI-1248 b,0.99,107.23,Gas Giant,High,0,2016,TOI-1248,P
TOI-1266 c,0.98,14.91,Chthonian Planet,Low,1,2016,TOI-1266,P
pi Men d,0.97,94.24,Ice Giant,High,0,2016,HD 39091,P
tau Gem b,0.97,99.49,Ice Giant,High,0,2016,tau Gem,P
ups Leo b,0.97,11.4,Gas Giant,High,0,2016,ups Leo,P
EPIC 206317286 b,0.96,33.24,Dwarf Planet,Low,1,2019,EPIC 206317286,P
Gliese 12 b,0.958,41.94,Proto Planet,Low,1,2024,Gliese 12,P
HD 101581 b,0.956,113.92,Proto Planet,Low,1,2025,HIP 56998,P
Kepler-77 b,0.95,73.05,Chthonian Planet,Low,1,2020,Kepler-77,P
TOI-125 b,0.95,0.93,Proto Planet,Low,1,2016,TOI-125,P
TOI-1288 b,0.95,81.98,Garden World,Medium,1,2014,TOI-1288,P
TYC 8998-760-1 c,0.94,51.03,Proto Planet,Low,1,2016,TYC 8998-760-1,P
WASP-101 b,0.92,44.93,Proto Planet,Low,1,2014,WASP-101,P
ups And d,0.91,63.11,Ice Giant,High,0,2016,ups And,P
EPIC 201757695.02,0.908,12.13,Gas Giant,High,0,2020,EPIC 201757695,P
K2-275 b,0.892,56.43,Ice Giant,High,0,2019,K2-275,P
Kepler-682 b,0.89,42.65,Ice Giant,High,0,2018,Kepler-682,P
TOI-1135 b,0.89,72.36,Gas Giant,High,0,2016,TOI-1135,P
TrES-3 b,0.89,84.69,Gas Giant,High,0,2016,TrES-3,P
TOI-1136 g,0.87,115.55,Proto Planet,Low,1,2016,TOI-1136,P
TOI-908 b,0.87,89.1,Gas Giant,High,0,2016,TOI-908,P
Kepler-668 b,0.869,104.61,Dwarf Planet,Low,1,2018,Kepler-668,P
PSR B1257+12 c,0.867,6.37,Ice Giant,High,0,2011,PSR B1257+12,P
TOI-1062 b,0.861,56.92,Proto Planet,Low,1,2014,TOI-1062,P
Kepler-670 b,0.86,106.97,Gas Giant,High,0,2018,Kepler-670,P
TOI-139 b,0.86,90.65,Proto Planet,Low,1,2014,TOI-139,P
XO-5 b,0.86,102.58,Garden World,Medium,1,2016,XO-5,P
Kepler-722 c,0.83,62.14,Gas Giant,High,0,2018,Kepler-722,P
TOI-1279 b,0.82,108.95,Dwarf Planet,Low,1,2014,TOI-1279,P
TOI-824 b,0.82,23.65,Gas Giant,High,0,2016,TOI-824,P
K2-32 e,0.818,74.95,Dwarf Planet,Low,1,2022,K2-32,P
TOI-1338 b,0.8,14.37,Proto Planet,Low,1,2016,TOI-1338,P
TOI-1437 b,0.8,103.34,Chthonian Planet,Low,1,2016,TOI-1437,P
TOI-712 d,0.8,4.43,Dwarf Planet,Low,1,2016,TOI-712,P
TOI-715 b,0.792,117.74,Ice Giant,High,0,2021,TOI-715,P
WASP-15 b,0.79,35.27,Proto Planet,Low,1,2016,WASP-15,P
WASP-90 b,0.79,18.6,Ice Giant,High,0,2016,WASP-90,P
Barnard b,0.764,104.66,Dwarf Planet,Low,1,2024,Barnard's star,P
Kepler-860 b,0.76,55.1,Dwarf Planet,Low,1,2022,Kepler-860,P
PSR B1257+12 b,0.759,65.73,Proto Planet,Low,1,2011,PSR B1257+12,P
K2-32 d,0.75,115.45,Chthonian Planet,Low,1,2022,K2-32,P
Wolf 1061 c,0.74,50.23,Ice Giant,High,0,2014,Wolf 1061,P
WASP-94 B b,0.73,43.98,Dwarf Planet,Low,1,2014,WASP-94,P
Kepler-732 b,0.705,48.36,Ice Giant,High,0,2018,Kepler-732,P
PSR B0329+54 b,0.7,113.22,Proto Planet,Low,1,2024,PSR B0329+54,P
GJ 367 b,0.699,76.06,Proto Planet,Low,1,2021,GJ 367,P
EPIC 201497682 b,0.692,79.85,Dwarf Planet,Low,1,2019,EPIC 201497682,P
Kepler-570 b,0.69,110.3,Ice Giant,High,0,2017,Kepler-570,P
TOI-733 b,0.645,33.55,Garden World,Medium,1,2021,TOI-733,P
Kepler-59 c,0.64,109.84,Garden World,Medium,1,2017,Kepler-59,P
MOA-2020-BLG-208L b,0.615,67.56,Gas Giant,High,0,2016,MOA-2020-BLG-208L,P
TOI-5293 A b,0.61,104.67,Chthonian Planet,Low,1,2016,TOI-5293,P
TIC 4672985 b,0.567,66.24,Gas Giant,High,0,2014,TIC 4672985,P
GJ 238 b,0.566,31.01,Garden World,Medium,1,2024,GJ 238,P
POTS-1 b,0.51,102.03,Ice Giant,High,0,2014,POTS-1,P
TIC 46432937 b,0.46,93.99,Dwarf Planet,Low,1,2014,TIC 46432937,P
K2-148 b,,65.35,Gas Giant,High,0,2000,K2-148,P
K2-148 c,,99.14,Ice Giant,High,0,2004,K2-148,P
K2-149 b,,106.36,Dwarf Planet,Low,1,2006,K2-149,P
K2-224 c,,101.78,Gas Giant,High,0,2019,K2-224,P
K2-225 b,,16.37,Ice Giant,High,0,2019,K2-225,P
NGTS-3 A b,,77.25,Chthonian Planet,Low,1,2014,NGTS-3,P
NGTS-30 b,,45.33,Ice Giant,High,0,2014,NGTS-30,P
NGTS-33 b,,91.11,Gas Giant,High,0,2014,TOI-6442,P
