Phylum,Planet Name,Biome
Pteridophyta,Kepler-220 c,Marshland
Angiospermae,Kepler-220 d,Scarlet
Chordata,Kepler-220 e,Swamp
Annelida,Kepler-221 b,Marshland
Nematoda,Kepler-221 c,Marshland
Platyhelminthes,Kepler-221 d,Scarlet
Chordata,Kepler-221 e,Scarlet
Nematoda,Kepler-222 b,Marshland
Porifera,Kepler-222 c,Marshland
Pteridophyta,Kepler-222 d,Alpine
Chordata,Kepler-223 b,Marshland
Angiospermae,Kepler-223 c,Tundra
Nematoda,Kepler-223 d,Boreal
Nematoda,Kepler-223 e,Alpine
Cnidaria,Kepler-224 b,Temperate
Cnidaria,Kepler-224 c,Swamp
Porifera,Kepler-224 d,Alpine
Cnidaria,Kepler-224 e,Tundra
Chordata,Kepler-225 b,Nemoral
Cnidaria,Kepler-225 c,Marshland
Bryophyta,Kepler-226 b,Scarlet
Porifera,Kepler-226 c,Tundra
Nematoda,Kepler-226 d,Alpine
Platyhelminthes,Kepler-227 b,Tundra
Cnidaria,Kepler-227 c,Tundra
Chordata,Kepler-228 b,Boreal
Annelida,Kepler-228 c,Marshland
Arthropoda,Kepler-228 d,Tropical
Bryophyta,Kepler-229 b,Marshland
Pteridophyta,Kepler-229 c,Scarlet
Platyhelminthes,Kepler-229 d,Swamp
Annelida,Kepler-23 b,Marshland
Annelida,Kepler-23 c,Temperate
Chordata,Kepler-23 d,Boreal
Bryophyta,Kepler-230 b,Swamp
Mollusca,Kepler-230 c,Tropical
Mollusca,Kepler-231 b,Tropical
Echinodermata,Kepler-231 c,Tundra
Arthropoda,Kepler-232 b,Tundra
Echinodermata,Kepler-232 c,Boreal
Mollusca,Kepler-233 b,Boreal
Arthropoda,Kepler-233 c,Scarlet
Mollusca,Kepler-234 b,Swamp
Pteridophyta,Kepler-234 c,Boreal
Annelida,Kepler-235 b,Marshland
Annelida,Kepler-235 c,Swamp
Chordata,Kepler-235 d,Tundra
Annelida,Kepler-235 e,Swamp
Annelida,Kepler-236 b,Tropical
Angiospermae,Kepler-236 c,Scarlet
Arthropoda,Kepler-237 b,Desert
Annelida,Kepler-237 c,Marshland
Annelida,Kepler-238 b,Alpine
Porifera,Kepler-238 c,Scarlet
Chordata,Kepler-238 d,Swamp
Platyhelminthes,Kepler-238 e,Alpine
Annelida,Kepler-238 f,Boreal
Pteridophyta,Kepler-239 b,Alpine
Echinodermata,Kepler-239 c,Swamp
Platyhelminthes,Kepler-24 b,Scarlet
Bryophyta,Kepler-24 c,Marshland
Pteridophyta,Kepler-24 d,Tundra
Arthropoda,Kepler-24 e,Tropical
Arthropoda,Kepler-240 b,Swamp
Nematoda,Kepler-240 c,Tundra
Echinodermata,Kepler-241 b,Swamp
Chordata,Kepler-241 c,Marshland
Cnidaria,Kepler-242 b,Alpine
Platyhelminthes,Kepler-242 c,Alpine
Bryophyta,Kepler-243 b,Desert
Cnidaria,Kepler-243 c,Boreal
Echinodermata,Kepler-244 b,Tropical
Cnidaria,Kepler-244 c,Desert
Arthropoda,Kepler-244 d,Alpine
Bryophyta,Kepler-245 b,Boreal
Bryophyta,Kepler-245 c,Scarlet
Pteridophyta,Kepler-245 d,Tundra
Platyhelminthes,Kepler-245 e,Swamp
Cnidaria,Kepler-246 b,Tundra
Chordata,Kepler-246 c,Alpine
Annelida,Kepler-247 b,Swamp
Cnidaria,Kepler-247 c,Desert
Nematoda,Kepler-247 d,Tundra
Chordata,Kepler-248 b,Scarlet
Echinodermata,Kepler-248 c,Tropical
Angiospermae,Kepler-249 b,Scarlet
Cnidaria,Kepler-249 c,Temperate
Annelida,Kepler-249 d,Desert
Nematoda,Kepler-25 b,Scarlet
Arthropoda,Kepler-25 c,Boreal
Annelida,Kepler-25 d,Marshland
Bryophyta,Kepler-250 b,Swamp
Arthropoda,Kepler-250 c,Alpine
Annelida,Kepler-250 d,Tundra
Annelida,Kepler-251 b,Tundra
Platyhelminthes,Kepler-251 c,Swamp
Angiospermae,Kepler-251 d,Marshland
Arthropoda,Kepler-251 e,Alpine
Porifera,Kepler-252 b,Swamp
Arthropoda,Kepler-252 c,Alpine
Chordata,Kepler-253 b,Tundra
Porifera,Kepler-253 c,Temperate
Mollusca,Kepler-253 d,Alpine
Arthropoda,Kepler-254 b,Alpine
Arthropoda,Kepler-254 c,Marshland
Echinodermata,Kepler-254 d,Alpine
Porifera,Kepler-255 b,Boreal
Angiospermae,Kepler-255 c,Desert
Annelida,Kepler-255 d,Desert
Pteridophyta,Kepler-256 b,Nemoral
Nematoda,Kepler-256 c,Marshland
Echinodermata,Kepler-256 d,Tropical
Nematoda,Kepler-256 e,Tundra
Annelida,Kepler-257 b,Tropical
Platyhelminthes,Kepler-257 c,Temperate
Arthropoda,Kepler-257 d,Swamp
Cnidaria,Kepler-258 b,Marshland
Echinodermata,Kepler-258 c,Scarlet
Pteridophyta,Kepler-259 b,Tundra
Cnidaria,Kepler-259 c,Scarlet
Mollusca,Kepler-26 b,Desert
Porifera,Kepler-26 c,Desert
Arthropoda,Kepler-26 d,Nemoral
Cnidaria,Kepler-26 e,Scarlet
Bryophyta,Kepler-260 b,Swamp
Platyhelminthes,Kepler-260 c,Tropical
Nematoda,Kepler-261 b,Alpine
Pteridophyta,Kepler-261 c,Marshland
Chordata,Kepler-262 b,Temperate
Arthropoda,Kepler-262 c,Tundra
Angiospermae,Kepler-263 b,Swamp
Arthropoda,Kepler-263 c,Marshland
Cnidaria,Kepler-264 b,Swamp
Bryophyta,Kepler-264 c,Boreal
Nematoda,Kepler-265 b,Alpine
Arthropoda,Kepler-265 c,Tundra
Nematoda,Kepler-265 d,Tropical
Nematoda,Kepler-265 e,Tropical
Arthropoda,Kepler-266 b,Boreal
Mollusca,Kepler-266 c,Tundra
Chordata,Kepler-267 b,Marshland
Nematoda,Kepler-267 c,Alpine
Chordata,Kepler-267 d,Boreal
Nematoda,Kepler-268 b,Tropical
Echinodermata,Kepler-268 c,Tundra
Nematoda,Kepler-269 b,Marshland
Mollusca,Kepler-269 c,Nemoral
Echinodermata,Kepler-27 b,Boreal
Cnidaria,Kepler-27 c,Swamp
Nematoda,Kepler-27 d,Swamp
Angiospermae,Kepler-270 b,Marshland
Arthropoda,Kepler-270 c,Boreal
Platyhelminthes,Kepler-271 b,Tropical
Arthropoda,Kepler-271 c,Boreal
Platyhelminthes,Kepler-271 d,Alpine
Mollusca,Kepler-272 b,Desert
Annelida,Kepler-272 c,Desert
Nematoda,Kepler-272 d,Tundra
Annelida,Kepler-273 b,Scarlet
Cnidaria,Kepler-273 c,Marshland
Angiospermae,Kepler-274 b,Swamp
Pteridophyta,Kepler-274 c,Boreal
Pteridophyta,Kepler-275 b,Swamp
Cnidaria,Kepler-275 c,Alpine
Echinodermata,Kepler-275 d,Tundra
Nematoda,Kepler-276 b,Temperate
Echinodermata,Kepler-276 c,Scarlet
Porifera,Kepler-276 d,Swamp
Echinodermata,Kepler-277 b,Tropical
Pteridophyta,Kepler-277 c,Marshland
Angiospermae,Kepler-278 b,Boreal
Chordata,Kepler-278 c,Desert
Platyhelminthes,Kepler-279 b,Desert
Chordata,Kepler-279 c,Boreal
Echinodermata,Kepler-279 d,Scarlet
Arthropoda,Kepler-28 b,Desert
Angiospermae,Kepler-28 c,Tundra
Echinodermata,Kepler-280 b,Tropical
Mollusca,Kepler-280 c,Desert
Arthropoda,Kepler-281 b,Nemoral
Bryophyta,Kepler-281 c,Alpine
Platyhelminthes,Kepler-281 d,Desert
Chordata,Kepler-282 b,Boreal
Nematoda,Kepler-282 c,Boreal
Cnidaria,Kepler-282 d,Tropical
Pteridophyta,Kepler-282 e,Alpine
Annelida,Kepler-283 b,Scarlet
Mollusca,Kepler-283 c,Marshland
Chordata,Kepler-284 b,Boreal
Angiospermae,Kepler-284 c,Desert
Annelida,Kepler-285 b,Marshland
Angiospermae,Kepler-285 c,Boreal
Cnidaria,Kepler-286 b,Alpine
Cnidaria,Kepler-286 c,Marshland
Arthropoda,Kepler-286 d,Desert
Nematoda,Kepler-286 e,Swamp
Platyhelminthes,Kepler-287 b,Boreal
Cnidaria,Kepler-287 c,Marshland
Echinodermata,Kepler-288 b,Tropical
Annelida,Kepler-288 c,Marshland
Arthropoda,Kepler-288 d,Desert
Platyhelminthes,Kepler-289 b,Alpine
Arthropoda,Kepler-289 c,Alpine
Mollusca,Kepler-289 d,Marshland
Platyhelminthes,Kepler-29 b,Alpine
Platyhelminthes,Kepler-29 c,Tundra
Platyhelminthes,Kepler-290 b,Scarlet
Nematoda,Kepler-290 c,Nemoral
Chordata,Kepler-290 d,Tundra
Platyhelminthes,Kepler-291 b,Desert
Pteridophyta,Kepler-291 c,Desert
Mollusca,Kepler-292 b,Marshland
Echinodermata,Kepler-292 c,Temperate
Annelida,Kepler-292 d,Marshland
Echinodermata,Kepler-292 e,Scarlet
Pteridophyta,Kepler-292 f,Desert
Arthropoda,Kepler-293 b,Boreal
Platyhelminthes,Kepler-293 c,Tundra
Arthropoda,Kepler-294 b,Tropical
Angiospermae,Kepler-294 c,Marshland
Bryophyta,Kepler-295 b,Tropical
Pteridophyta,Kepler-295 c,Scarlet
Platyhelminthes,Kepler-295 d,Scarlet
Pteridophyta,Kepler-296 b,Alpine
Arthropoda,Kepler-296 c,Marshland
Bryophyta,Kepler-296 d,Swamp
Echinodermata,Kepler-296 e,Desert
Porifera,Kepler-296 f,Boreal
Platyhelminthes,Kepler-297 b,Tundra
Angiospermae,Kepler-297 c,Boreal
Platyhelminthes,Kepler-297 d,Swamp
Pteridophyta,Kepler-298 b,Tropical
Platyhelminthes,Kepler-298 c,Tundra
Cnidaria,Kepler-298 d,Nemoral
Mollusca,Kepler-299 b,Temperate
Cnidaria,Kepler-299 c,Temperate
Chordata,Kepler-299 d,Desert
Platyhelminthes,Kepler-299 e,Tundra
Arthropoda,Kepler-30 b,Alpine
Pteridophyta,Kepler-30 c,Boreal
Pteridophyta,Kepler-30 d,Nemoral
Nematoda,Kepler-300 b,Scarlet
Arthropoda,Kepler-300 c,Swamp
Chordata,Kepler-301 b,Tropical
Porifera,Kepler-301 c,Alpine
Mollusca,Kepler-301 d,Swamp
Nematoda,Kepler-302 b,Boreal
Angiospermae,Kepler-302 c,Swamp
Mollusca,Kepler-303 b,Desert
Bryophyta,Kepler-303 c,Desert
Pteridophyta,Kepler-304 b,Tropical
Cnidaria,Kepler-304 c,Desert
Platyhelminthes,Kepler-304 d,Swamp
Angiospermae,Kepler-304 e,Scarlet
Porifera,Kepler-305 b,Tundra
Arthropoda,Kepler-305 c,Alpine
Arthropoda,Kepler-305 d,Desert
Annelida,Kepler-305 e,Tundra
Platyhelminthes,Kepler-306 b,Swamp
Annelida,Kepler-306 c,Scarlet
Arthropoda,Kepler-306 d,Swamp
Echinodermata,Kepler-306 e,Marshland
Arthropoda,Kepler-307 b,Desert
Nematoda,Kepler-307 c,Desert
Annelida,Kepler-308 b,Scarlet
Platyhelminthes,Kepler-308 c,Swamp
Pteridophyta,Kepler-309 b,Temperate
Nematoda,Kepler-309 c,Alpine
Bryophyta,Kepler-31 b,Scarlet
Angiospermae,Kepler-31 c,Alpine
Mollusca,Kepler-31 d,Tropical
Porifera,Kepler-310 b,Alpine
Echinodermata,Kepler-310 c,Desert
Platyhelminthes,Kepler-310 d,Nemoral
Echinodermata,Kepler-311 b,Temperate
Echinodermata,Kepler-311 c,Tundra
Mollusca,Kepler-311 d,Scarlet
Platyhelminthes,Kepler-312 b,Desert
Platyhelminthes,Kepler-312 c,Tundra
Chordata,Kepler-313 b,Desert
Angiospermae,Kepler-313 c,Temperate
Porifera,Kepler-314 b,Scarlet
Bryophyta,Kepler-314 c,Tundra
Porifera,Kepler-315 b,Marshland
Arthropoda,Kepler-315 c,Marshland
Porifera,Kepler-316 b,Boreal
Mollusca,Kepler-316 c,Tundra
Angiospermae,Kepler-317 b,Temperate
Annelida,Kepler-317 c,Marshland
Porifera,Kepler-318 b,Nemoral
Echinodermata,Kepler-318 c,Swamp
Bryophyta,Kepler-319 b,Alpine
Angiospermae,Kepler-319 c,Temperate
Nematoda,Kepler-319 d,Scarlet
Chordata,Kepler-32 b,Desert
Porifera,Kepler-32 c,Boreal
Echinodermata,Kepler-32 d,Alpine
Arthropoda,Kepler-32 e,Desert
Platyhelminthes,Kepler-32 f,Temperate
Nematoda,Kepler-320 b,Alpine
Cnidaria,Kepler-320 c,Tundra
Mollusca,Kepler-321 b,Scarlet
Echinodermata,Kepler-321 c,Desert
Pteridophyta,Kepler-322 b,Nemoral
Platyhelminthes,Kepler-322 c,Tundra
Bryophyta,Kepler-323 b,Desert
Nematoda,Kepler-323 c,Tundra
Bryophyta,Kepler-324 b,Swamp
Echinodermata,Kepler-324 c,Alpine
Mollusca,Kepler-324 e,Tropical
Echinodermata,Kepler-325 b,Boreal
Arthropoda,Kepler-325 c,Scarlet
Pteridophyta,Kepler-325 d,Marshland
Angiospermae,Kepler-326 b,Marshland
Platyhelminthes,Kepler-326 c,Tundra
Platyhelminthes,Kepler-326 d,Desert
Pteridophyta,Kepler-327 b,Tundra
Annelida,Kepler-327 c,Tropical
Pteridophyta,Kepler-327 d,Nemoral
Nematoda,Kepler-328 b,Tundra
Echinodermata,Kepler-328 c,Nemoral
Bryophyta,Kepler-329 b,Swamp
Cnidaria,Kepler-329 c,Tundra
Nematoda,Kepler-33 b,Marshland
Chordata,Kepler-33 c,Desert
Pteridophyta,Kepler-33 d,Alpine
Chordata,Kepler-33 e,Alpine
Arthropoda,Kepler-33 f,Tropical
Platyhelminthes,Kepler-330 b,Boreal
Annelida,Kepler-330 c,Swamp
Bryophyta,Kepler-331 b,Boreal
Echinodermata,Kepler-331 c,Swamp
Arthropoda,Kepler-331 d,Temperate
Mollusca,Kepler-332 b,Swamp
Echinodermata,Kepler-332 c,Desert
Chordata,Kepler-332 d,Marshland
Bryophyta,Kepler-333 b,Tundra
Annelida,Kepler-333 c,Temperate
Cnidaria,Kepler-334 b,Tundra
Platyhelminthes,Kepler-334 c,Desert
Pteridophyta,Kepler-334 d,Marshland
Angiospermae,Kepler-335 b,Tropical
Mollusca,Kepler-335 c,Boreal
Bryophyta,Kepler-336 b,Desert
Arthropoda,Kepler-336 c,Swamp
Mollusca,Kepler-336 d,Tundra
Echinodermata,Kepler-337 b,Desert
Annelida,Kepler-337 c,Temperate
Cnidaria,Kepler-338 b,Marshland
Arthropoda,Kepler-338 c,Nemoral
Echinodermata,Kepler-338 d,Alpine
Porifera,Kepler-338 e,Tundra
Bryophyta,Kepler-339 b,Tundra
Echinodermata,Kepler-339 c,Alpine
Chordata,Kepler-339 d,Nemoral
Chordata,Kepler-34 b,Scarlet
Arthropoda,Kepler-340 b,Swamp
Pteridophyta,Kepler-340 c,Boreal
Annelida,Kepler-341 b,Nemoral
Echinodermata,Kepler-341 c,Nemoral
Platyhelminthes,Kepler-341 d,Tropical
Arthropoda,Kepler-341 e,Tropical
Bryophyta,Kepler-342 b,Swamp
Cnidaria,Kepler-342 c,Marshland
Porifera,Kepler-342 d,Tropical
Pteridophyta,Kepler-342 e,Swamp
Pteridophyta,Kepler-343 b,Desert
Chordata,Kepler-343 c,Temperate
Arthropoda,Kepler-344 b,Scarlet
Nematoda,Kepler-344 c,Tropical
Pteridophyta,Kepler-345 b,Alpine
Echinodermata,Kepler-345 c,Tropical
Angiospermae,Kepler-346 b,Swamp
Cnidaria,Kepler-346 c,Swamp
Cnidaria,Kepler-347 b,Desert
Mollusca,Kepler-347 c,Desert
Porifera,Kepler-347 d,Scarlet
Bryophyta,Kepler-348 b,Temperate
Platyhelminthes,Kepler-348 c,Tropical
Chordata,Kepler-349 b,Alpine
Chordata,Kepler-349 c,Alpine
Nematoda,Kepler-35 b,Swamp
Pteridophyta,Kepler-350 b,Scarlet
Annelida,Kepler-350 c,Boreal
Echinodermata,Kepler-350 d,Scarlet
Mollusca,Kepler-351 b,Alpine
Annelida,Kepler-351 c,Swamp
Platyhelminthes,Kepler-351 d,Temperate
Platyhelminthes,Kepler-352 b,Boreal
Nematoda,Kepler-352 c,Tundra
Annelida,Kepler-352 d,Desert
Bryophyta,Kepler-353 b,Boreal
Chordata,Kepler-353 c,Boreal
Cnidaria,Kepler-354 b,Marshland
Bryophyta,Kepler-354 c,Nemoral
Mollusca,Kepler-354 d,Marshland
Angiospermae,Kepler-355 b,Temperate
Porifera,Kepler-355 c,Tundra
Porifera,Kepler-356 b,Boreal
Annelida,Kepler-356 c,Desert
Annelida,Kepler-357 b,Tropical
Cnidaria,Kepler-357 c,Tundra
Annelida,Kepler-357 d,Temperate
Chordata,Kepler-358 b,Scarlet
Echinodermata,Kepler-358 c,Scarlet
Mollusca,Kepler-359 b,Swamp
Angiospermae,Kepler-359 c,Swamp
Arthropoda,Kepler-359 d,Scarlet
Echinodermata,Kepler-36 b,Boreal
Angiospermae,Kepler-36 c,Tropical
Echinodermata,Kepler-360 b,Marshland
Porifera,Kepler-360 c,Scarlet
Annelida,Kepler-361 b,Tropical
Pteridophyta,Kepler-361 c,Nemoral
Chordata,Kepler-362 b,Boreal
Cnidaria,Kepler-362 c,Nemoral
Chordata,Kepler-363 b,Tropical
Bryophyta,Kepler-363 c,Marshland
Bryophyta,Kepler-363 d,Tundra
Bryophyta,Kepler-364 b,Desert
Mollusca,Kepler-364 c,Tropical
Arthropoda,Kepler-365 b,Alpine
Chordata,Kepler-365 c,Scarlet
Mollusca,Kepler-366 b,Tundra
Mollusca,Kepler-366 c,Tropical
Annelida,Kepler-367 b,Boreal
Porifera,Kepler-367 c,Temperate
Platyhelminthes,Kepler-368 b,Scarlet
Arthropoda,Kepler-368 c,Desert
Pteridophyta,Kepler-369 b,Alpine
Platyhelminthes,Kepler-369 c,Tropical
Platyhelminthes,Kepler-37 b,Tropical
Porifera,Kepler-37 c,Tropical
Nematoda,Kepler-37 d,Desert
Echinodermata,Kepler-37 e,Alpine
Bryophyta,Kepler-370 b,Nemoral
Platyhelminthes,Kepler-370 c,Boreal
Cnidaria,Kepler-371 b,Tropical
Mollusca,Kepler-371 c,Tundra
Echinodermata,Kepler-372 b,Tundra
Annelida,Kepler-372 c,Desert
Porifera,Kepler-372 d,Swamp
Bryophyta,Kepler-373 b,Scarlet
Bryophyta,Kepler-373 c,Alpine
Cnidaria,Kepler-374 b,Swamp
Arthropoda,Kepler-374 c,Tropical
Pteridophyta,Kepler-374 d,Temperate
Cnidaria,Kepler-375 b,Marshland
Pteridophyta,Kepler-375 c,Tundra
Echinodermata,Kepler-376 b,Tundra
Annelida,Kepler-376 c,Tundra
Platyhelminthes,Kepler-377 b,Alpine
Echinodermata,Kepler-377 c,Tundra
Angiospermae,Kepler-378 b,Tundra
Bryophyta,Kepler-378 c,Swamp
Nematoda,Kepler-379 b,Swamp
Platyhelminthes,Kepler-379 c,Swamp
Echinodermata,Kepler-38 b,Desert
Platyhelminthes,Kepler-380 b,Swamp
Cnidaria,Kepler-380 c,Tundra
Platyhelminthes,Kepler-381 b,Swamp
Cnidaria,Kepler-381 c,Scarlet
Pteridophyta,Kepler-381 d,Nemoral
Chordata,Kepler-382 b,Swamp
Pteridophyta,Kepler-382 c,Nemoral
Pteridophyta,Kepler-383 b,Boreal
Annelida,Kepler-383 c,Tropical
Arthropoda,Kepler-384 b,Tundra
Cnidaria,Kepler-384 c,Swamp
Chordata,Kepler-385 b,Scarlet
Porifera,Kepler-385 c,Alpine
Echinodermata,Kepler-385 d,Scarlet
Angiospermae,Kepler-386 b,Swamp
Echinodermata,Kepler-386 c,Tropical
Mollusca,Kepler-387 b,Boreal
Nematoda,Kepler-387 c,Boreal
Mollusca,Kepler-388 b,Desert
Chordata,Kepler-388 c,Boreal
Annelida,Kepler-389 b,Tropical
Nematoda,Kepler-389 c,Tundra
Arthropoda,Kepler-39 b,Temperate
Nematoda,Kepler-390 b,Tropical
Pteridophyta,Kepler-390 c,Tundra
Pteridophyta,Kepler-391 b,Tundra
Pteridophyta,Kepler-391 c,Alpine
Annelida,Kepler-392 b,Marshland
Cnidaria,Kepler-392 c,Tundra
Pteridophyta,Kepler-393 b,Alpine
Echinodermata,Kepler-393 c,Boreal
Bryophyta,Kepler-394 b,Swamp
Nematoda,Kepler-394 c,Tropical
Nematoda,Kepler-394 d,Marshland
Angiospermae,Kepler-395 b,Desert
Bryophyta,Kepler-395 c,Tundra
Angiospermae,Kepler-396 b,Tropical
Chordata,Kepler-396 c,Marshland
Annelida,Kepler-397 b,Scarlet
Mollusca,Kepler-397 c,Swamp
Pteridophyta,Kepler-398 b,Desert
Chordata,Kepler-398 c,Scarlet
Cnidaria,Kepler-398 d,Boreal
Bryophyta,Kepler-399 b,Desert
Cnidaria,Kepler-399 c,Marshland
Angiospermae,Kepler-399 d,Nemoral
Echinodermata,Kepler-4 b,Alpine
Echinodermata,Kepler-40 b,Boreal
Echinodermata,Kepler-400 b,Scarlet
Platyhelminthes,Kepler-400 c,Temperate
Platyhelminthes,Kepler-401 b,Marshland
Platyhelminthes,Kepler-401 c,Marshland
Echinodermata,Kepler-401 d,Tundra
Cnidaria,Kepler-402 b,Temperate
Pteridophyta,Kepler-402 c,Scarlet
Chordata,Kepler-402 d,Boreal
Annelida,Kepler-402 e,Tropical
Mollusca,Kepler-403 b,Alpine
Annelida,Kepler-403 c,Alpine
Arthropoda,Kepler-403 d,Tundra
Echinodermata,Kepler-404 b,Scarlet
Bryophyta,Kepler-404 c,Alpine
Angiospermae,Kepler-405 b,Temperate
Chordata,Kepler-405 c,Temperate
Nematoda,Kepler-406 b,Tropical
Cnidaria,Kepler-406 c,Alpine
Porifera,Kepler-407 b,Tropical
Echinodermata,Kepler-407 c,Tropical
Porifera,Kepler-408 b,Tropical
Platyhelminthes,Kepler-409 b,Tropical
Cnidaria,Kepler-41 b,Swamp
Annelida,Kepler-410 A b,Tundra
Echinodermata,Kepler-411 b,Tropical
Annelida,Kepler-411 c,Tundra
Chordata,Kepler-411 d,Desert
Nematoda,Kepler-411 e,Temperate
Porifera,Kepler-412 b,Scarlet
Bryophyta,Kepler-413 b,Swamp
Platyhelminthes,Kepler-414 b,Tropical
Arthropoda,Kepler-414 c,Desert
Chordata,Kepler-415 b,Swamp
Nematoda,Kepler-415 c,Temperate
Annelida,Kepler-416 b,Alpine
Cnidaria,Kepler-416 c,Swamp
Chordata,Kepler-416 d,Alpine
Platyhelminthes,Kepler-417 b,Tundra
Nematoda,Kepler-417 c,Tropical
Mollusca,Kepler-418 b,Boreal
Bryophyta,Kepler-418 c,Tundra
Nematoda,Kepler-419 b,Tundra
Nematoda,Kepler-419 c,Tundra
Pteridophyta,Kepler-42 b,Scarlet
Nematoda,Kepler-42 c,Alpine
Pteridophyta,Kepler-42 d,Scarlet
Cnidaria,Kepler-421 b,Marshland
Bryophyta,Kepler-422 b,Tundra
Annelida,Kepler-423 b,Desert
Arthropoda,Kepler-424 b,Scarlet
Cnidaria,Kepler-424 c,Scarlet
Platyhelminthes,Kepler-425 b,Desert
Platyhelminthes,Kepler-426 b,Alpine
Cnidaria,Kepler-427 b,Tropical
Cnidaria,Kepler-428 b,Desert
Annelida,Kepler-43 b,Scarlet
Porifera,Kepler-430 b,Alpine
Arthropoda,Kepler-430 c,Desert
Echinodermata,Kepler-431 b,Swamp
Annelida,Kepler-431 c,Tropical
Mollusca,Kepler-431 d,Alpine
Arthropoda,Kepler-432 b,Tropical
Pteridophyta,Kepler-432 c,Nemoral
Pteridophyta,Kepler-433 b,Tundra
Annelida,Kepler-434 b,Marshland
Pteridophyta,Kepler-435 b,Tundra
Porifera,Kepler-436 b,Temperate
Mollusca,Kepler-436 c,Temperate
Arthropoda,Kepler-437 b,Boreal
Arthropoda,Kepler-438 b,Desert
Cnidaria,Kepler-439 b,Alpine
Angiospermae,Kepler-44 b,Desert
Chordata,Kepler-440 b,Boreal
Bryophyta,Kepler-441 b,Swamp
Chordata,Kepler-442 b,Marshland
Echinodermata,Kepler-443 b,Swamp
Bryophyta,Kepler-444 b,Alpine
Cnidaria,Kepler-444 c,Temperate
Cnidaria,Kepler-444 d,Tundra
Cnidaria,Kepler-444 e,Alpine
Chordata,Kepler-444 f,Swamp
Cnidaria,Kepler-445 b,Desert
Nematoda,Kepler-445 c,Tropical
Mollusca,Kepler-445 d,Swamp
Pteridophyta,Kepler-446 b,Boreal
Cnidaria,Kepler-446 c,Marshland
Nematoda,Kepler-446 d,Temperate
Angiospermae,Kepler-447 b,Scarlet
Nematoda,Kepler-448 c,Desert
Platyhelminthes,Kepler-449 b,Alpine
Bryophyta,Kepler-449 c,Desert
Mollusca,Kepler-45 b,Nemoral
Bryophyta,Kepler-450 b,Scarlet
Arthropoda,Kepler-450 c,Desert
Mollusca,Kepler-450 d,Temperate
Angiospermae,Kepler-451 c,Temperate
Nematoda,Kepler-451 d,Alpine
Nematoda,Kepler-452 b,Tundra
Annelida,Kepler-453 b,Alpine
Pteridophyta,Kepler-454 b,Alpine
Annelida,Kepler-454 c,Tropical
Nematoda,Kepler-454 d,Scarlet
Arthropoda,Kepler-457 d,Tundra
Arthropoda,Kepler-458 c,Desert
Pteridophyta,Kepler-46 b,Alpine
Mollusca,Kepler-46 c,Desert
Arthropoda,Kepler-46 d,Tropical
Pteridophyta,Kepler-460 c,Temperate
Cnidaria,Kepler-461 b,Alpine
Pteridophyta,Kepler-462 b,Desert
Bryophyta,Kepler-462 c,Alpine
Nematoda,Kepler-463 b,Tundra
Pteridophyta,Kepler-464 b,Boreal
Bryophyta,Kepler-465 b,Marshland
Chordata,Kepler-466 b,Swamp
Nematoda,Kepler-466 c,Tundra
Platyhelminthes,Kepler-467 b,Tropical
Porifera,Kepler-468 b,Boreal
Arthropoda,Kepler-47 b,Boreal
Angiospermae,Kepler-47 c,Swamp
Chordata,Kepler-47 d,Alpine
Cnidaria,Kepler-471 b,Tropical
Platyhelminthes,Kepler-472 b,Tundra
Cnidaria,Kepler-473 b,Scarlet
Nematoda,Kepler-474 b,Swamp
Platyhelminthes,Kepler-475 b,Tundra
Echinodermata,Kepler-476 b,Marshland
Arthropoda,Kepler-477 b,Marshland
Pteridophyta,Kepler-478 b,Nemoral
Pteridophyta,Kepler-479 b,Temperate
Bryophyta,Kepler-48 b,Marshland
Echinodermata,Kepler-48 c,Tundra
Cnidaria,Kepler-48 d,Scarlet
Platyhelminthes,Kepler-48 e,Temperate
Mollusca,Kepler-48 f,Scarlet
Porifera,Kepler-480 b,Swamp
Bryophyta,Kepler-481 b,Boreal
Platyhelminthes,Kepler-482 b,Alpine
Arthropoda,Kepler-483 b,Nemoral
Pteridophyta,Kepler-484 b,Desert
Angiospermae,Kepler-485 b,Swamp
Porifera,Kepler-487 b,Swamp
Pteridophyta,Kepler-487 c,Desert
Angiospermae,Kepler-487 d,Alpine
Nematoda,Kepler-489 b,Boreal
Echinodermata,Kepler-49 b,Boreal
Mollusca,Kepler-49 c,Swamp
Mollusca,Kepler-49 d,Tundra
Echinodermata,Kepler-49 e,Tropical
Arthropoda,Kepler-490 b,Nemoral
Nematoda,Kepler-491 b,Swamp
Nematoda,Kepler-493 b,Swamp
Echinodermata,Kepler-495 b,Tropical
Bryophyta,Kepler-495 c,Alpine
Nematoda,Kepler-496 b,Scarlet
Mollusca,Kepler-497 b,Scarlet
Angiospermae,Kepler-498 b,Scarlet
Bryophyta,Kepler-499 b,Marshland
Angiospermae,Kepler-5 b,Swamp
Nematoda,Kepler-50 b,Marshland
Platyhelminthes,Kepler-50 c,Boreal
Arthropoda,Kepler-500 b,Marshland
Echinodermata,Kepler-501 b,Swamp
Angiospermae,Kepler-501 c,Marshland
Cnidaria,Kepler-502 b,Tundra
Bryophyta,Kepler-504 b,Temperate
Mollusca,Kepler-505 b,Alpine
Porifera,Kepler-506 b,Swamp
