Star Name,Spectral Type,Stellar Radius [Solar Radius],Element Composition,Discovery Year,Host Name
TOI-1386,G5V,1.02,Hydrogen,2024,TOI-1386
TOI-1386,G5V,1.02,Hydrogen,2024,TOI-1386
TOI-139,,0.7,Hydrogen,2023,TOI-139
TOI-1408,F8 V,1.53,Hydrogen,2023,TOI-1408
TOI-1408,F8 V,1.53,Hydrogen,2023,TOI-1408
TOI-1410,,0.76,Hydrogen,2024,TOI-1410
TOI-1410,,0.76,Hydrogen,2024,TOI-1410
TOI-1411,,0.61,Hydrogen,2022,TOI-1411
TOI-1416,,0.79,Hydrogen,2023,TOI-1416
TOI-1420,,0.92,Hydrogen,2023,TOI-1420
TOI-1422,G2 V,1.02,Hydrogen,2022,TOI-1422
TOI-1431,,1.94,Hydrogen,2021,TOI-1431
TOI-1437,,1.17,Hydrogen,2024,TOI-1437
TOI-1439,,1.62,Hydrogen,2024,TOI-1439
TOI-1442,,0.31,Hydrogen,2022,TOI-1442
TOI-1443,,0.75,Hydrogen,2024,TOI-1443
TOI-1444,,0.91,Hydrogen,2021,TOI-1444
TOI-1448,,0.38,Hydrogen,2024,TOI-1448
TOI-1450,M3.0 V,0.48,Hydrogen,2024,TOI-1450 A
TOI-1450,M3.0 V,0.48,Hydrogen,2024,TOI-1450 A
TOI-1451,,1.02,Hydrogen,2024,TOI-1451
TOI-1452,M4 &#177 0.5 V,0.28,Hydrogen,2022,TOI-1452
TOI-1467,,0.46,Hydrogen,2024,TOI-1467
TOI-1468,M3.0 V,0.34,Hydrogen,2022,TOI-1468
TOI-1468,M3.0 V,0.34,Hydrogen,2022,TOI-1468
TOI-1470,M1.5 V,0.47,Hydrogen,2023,TOI-1470
TOI-1470,M1.5 V,0.47,Hydrogen,2023,TOI-1470
TOI-1472,,0.84,Hydrogen,2024,TOI-1472
TOI-1478,,1.05,Hydrogen,2021,TOI-1478
TOI-150,F,1.53,Hydrogen,2019,TOI-150
TOI-1516,F8 V,1.14,Hydrogen,2022,TOI-1516
TOI-1518,F0,1.95,Hydrogen,2021,TOI-1518
TOI-157,G9 IV,1.17,Hydrogen,2020,TOI-157
TOI-1601,,2.2,Hydrogen,2021,TOI-1601
TOI-163,F,1.65,Hydrogen,2019,TOI-163
TOI-1630,,0.83,Hydrogen,2024,TOI-1630
TOI-1634,M2,0.45,Hydrogen,2021,TOI-1634
TOI-1634,M2,0.45,Hydrogen,2021,TOI-1634
TOI-1659,,1.01,Hydrogen,2024,TOI-1659
TOI-1669,,1.06,Hydrogen,2023,TOI-1669
TOI-1669,,1.06,Hydrogen,2023,TOI-1669
TOI-1670,,1.32,Hydrogen,2022,TOI-1670
TOI-1670,,1.32,Hydrogen,2022,TOI-1670
TOI-1680,M4.5+/-0.5,0.21,Hydrogen,2023,TOI-1680
TOI-1683,,0.7,Hydrogen,2024,TOI-1683
TOI-1685,M2.65 V,0.46,Hydrogen,2021,TOI-1685
TOI-169,G1 V,1.29,Hydrogen,2020,TOI-169
TOI-1691,,1.01,Hydrogen,2024,TOI-1691
TOI-1693,,0.46,Hydrogen,2022,TOI-1693
TOI-1694,,0.8,Hydrogen,2023,TOI-1694
TOI-1694,,0.8,Hydrogen,2023,TOI-1694
TOI-1695,M1 V,0.52,Hydrogen,2022,TOI-1695
TOI-1696,M5V,0.28,Hydrogen,2022,TOI-1696
TOI-1710,G5 V,0.96,Hydrogen,2022,TOI-1710
TOI-1716,,1.22,Hydrogen,2024,TOI-1716
TOI-172,,1.78,Hydrogen,2019,TOI-172
TOI-1723,,1.09,Hydrogen,2024,TOI-1723
TOI-1728,M0,0.62,Hydrogen,2020,TOI-1728
TOI-1736,,1.43,Hydrogen,2023,TOI-1736
TOI-1736,,1.43,Hydrogen,2023,TOI-1736
TOI-1739,,0.75,Hydrogen,2024,TOI-1739
TOI-1742,,1.13,Hydrogen,2024,TOI-1742
TOI-1744,,1.14,Hydrogen,2024,TOI-1744
TOI-1749,M0 V,0.55,Hydrogen,2021,TOI-1749
TOI-1749,M0 V,0.55,Hydrogen,2021,TOI-1749
TOI-1749,M0 V,0.55,Hydrogen,2021,TOI-1749
TOI-1751,,1.31,Hydrogen,2024,TOI-1751
TOI-1753,,0.97,Hydrogen,2024,TOI-1753
TOI-1758,,0.82,Hydrogen,2024,TOI-1758
TOI-1759,,0.57,Hydrogen,2022,TOI-1759
TOI-1768,,1.1,Hydrogen,2024,TOI-1768
TOI-1772,,1,Hydrogen,2024,TOI-1772
TOI-1775,,0.83,Hydrogen,2024,TOI-1775
TOI-1776,,0.94,Hydrogen,2024,TOI-1776
TOI-1777,,0.98,Hydrogen,2024,TOI-1777
TOI-178,K,0.65,Hydrogen,2021,TOI-178
TOI-178,K,0.65,Hydrogen,2021,TOI-178
TOI-178,K,0.65,Hydrogen,2021,TOI-178
TOI-178,K,0.65,Hydrogen,2021,TOI-178
TOI-178,K,0.65,Hydrogen,2021,TOI-178
TOI-178,K,0.65,Hydrogen,2021,TOI-178
TOI-1782,,0.67,Hydrogen,2024,TOI-1782
TOI-1782,,0.67,Hydrogen,2024,TOI-1782
TOI-1789,F,2.17,Hydrogen,2021,TOI-1789
TOI-1794,,1.32,Hydrogen,2024,TOI-1794
TOI-1798,,0.79,Hydrogen,2024,TOI-1798
TOI-1798,,0.79,Hydrogen,2024,TOI-1798
TOI-1799,,0.95,Hydrogen,2024,TOI-1799
TOI-1801,M0.5+/-0.5 V,0.55,Hydrogen,2023,TOI-1801
TOI-1806,,0.4,Hydrogen,2024,TOI-1806
TOI-1807,,0.75,Hydrogen,2021,TOI-1807
TOI-181,K,0.74,Hydrogen,2023,TOI-181
TOI-1811,,0.77,Hydrogen,2023,TOI-1811
TOI-1820,,1.51,Hydrogen,2022,TOI-1820
TOI-1823,,0.8,Hydrogen,2024,TOI-1823
TOI-1824,,0.81,Hydrogen,2024,TOI-1824
TOI-1836,,1.63,Hydrogen,2024,TOI-1836
TOI-1836,,1.63,Hydrogen,2024,TOI-1836
TOI-1842,,2.03,Hydrogen,2021,TOI-1842
TOI-1853,K2.5 V,0.81,Hydrogen,2023,TOI-1853
TOI-1855,,1.04,Hydrogen,2024,TOI-1855
TOI-1859,,1.4,Hydrogen,2023,TOI-1859
TOI-1860,G V,0.94,Hydrogen,2022,TOI-1860
TOI-1883,M,0.49,Hydrogen,2024,TOI-1883
TOI-1898,,1.61,Hydrogen,2024,TOI-1898
TOI-1899,M0,0.61,Hydrogen,2020,TOI-1899
TOI-1937,,1.08,Hydrogen,2023,TOI-1937 A
TOI-198,M0 V,0.44,Hydrogen,2023,TOI-198
TOI-199,G9 V,0.82,Hydrogen,2023,TOI-199
TOI-199,G9 V,0.82,Hydrogen,2023,TOI-199
TOI-1994,,2.3,Hydrogen,2024,TOI-1994
TOI-2000,,1.13,Hydrogen,2023,TOI-2000
TOI-2000,,1.13,Hydrogen,2023,TOI-2000
TOI-201,F6 V,1.32,Hydrogen,2021,TOI-201
TOI-2010,F0,1.08,Hydrogen,2023,TOI-2010
TOI-2015,M4,0.33,Hydrogen,2023,TOI-2015
TOI-2018,K V,0.62,Hydrogen,2023,TOI-2018
TOI-2019,,1.75,Hydrogen,2024,TOI-2019
TOI-2025,,1.46,Hydrogen,2022,TOI-2025
TOI-2046,F8 V,1.21,Hydrogen,2022,TOI-2046
TOI-2048,G V,0.79,Hydrogen,2022,TOI-2048
TOI-206,,0.35,Hydrogen,2022,TOI-206
TOI-2068,,0.54,Hydrogen,2024,TOI-2068
TOI-2076,K,0.8,Hydrogen,2021,TOI-2076
TOI-2076,K,0.8,Hydrogen,2021,TOI-2076
TOI-2076,K,0.8,Hydrogen,2021,TOI-2076
TOI-2081,M1.0,0.53,Hydrogen,2022,TOI-2081
TOI-2084,M2+/-0.5,0.48,Hydrogen,2023,TOI-2084
TOI-2088,,0.85,Hydrogen,2024,TOI-2088
TOI-2095,M2.5 V,0.44,Hydrogen,2023,TOI-2095
TOI-2095,M2.5 V,0.44,Hydrogen,2023,TOI-2095
TOI-2096,M4,0.24,Hydrogen,2023,TOI-2096
TOI-2096,M4,0.24,Hydrogen,2023,TOI-2096
TOI-2107,,0.93,Hydrogen,2024,TOI-2107
TOI-2109,F,1.7,Hydrogen,2021,TOI-2109
TOI-2120,,0.25,Hydrogen,2024,TOI-2120
TOI-2128,,1.12,Hydrogen,2024,TOI-2128
TOI-2134,K5 V,0.71,Hydrogen,2023,TOI-2134
TOI-2134,K5 V,0.71,Hydrogen,2023,TOI-2134
TOI-2136,M4.5 V,0.34,Hydrogen,2022,TOI-2136
TOI-2141,,0.98,Hydrogen,2023,TOI-2141
TOI-2145,,2.75,Hydrogen,2023,TOI-2145
TOI-2152,F4 V,1.61,Hydrogen,2023,TOI-2152
TOI-2154,,1.4,Hydrogen,2023,TOI-2154
TOI-2158,,1.41,Hydrogen,2022,TOI-2158
TOI-216,,0.75,Hydrogen,2019,TOI-216
TOI-216,,0.75,Hydrogen,2019,TOI-216
TOI-2180,G5,1.64,Hydrogen,2022,TOI-2180
TOI-2184,,2.9,Hydrogen,2022,TOI-2184
TOI-2193,,1.25,Hydrogen,2022,TOI-2193 A
TOI-2194,,0.69,Hydrogen,2023,TOI-2194
TOI-2196,G V,1.04,Hydrogen,2022,TOI-2196
TOI-220,K0 V,0.86,Hydrogen,2021,TOI-220
TOI-2202,K8 V,0.79,Hydrogen,2021,TOI-2202
TOI-2202,K8 V,0.79,Hydrogen,2021,TOI-2202
TOI-2207,,1.56,Hydrogen,2022,TOI-2207
TOI-2211,,0.83,Hydrogen,2024,TOI-2211
TOI-2236,,1.57,Hydrogen,2022,TOI-2236
TOI-2257,M3,0.31,Hydrogen,2021,TOI-2257
TOI-2260,G V,0.94,Hydrogen,2022,TOI-2260
TOI-2266,M5.0+0.5-0.5,0.24,Hydrogen,2024,TOI-2266
TOI-2274,M,0.63,Hydrogen,2024,TOI-2274
TOI-2285,,0.46,Hydrogen,2021,TOI-2285
TOI-2337,,3.22,Hydrogen,2022,TOI-2337
TOI-2338,,1.05,Hydrogen,2023,TOI-2338
TOI-2364,,0.89,Hydrogen,2023,TOI-2364
TOI-2368,,0.85,Hydrogen,2024,TOI-2368
TOI-237,M4.5 V,0.21,Hydrogen,2020,TOI-237
TOI-2373,,1.1,Hydrogen,2023,TOI-2373
TOI-2374,,0.69,Hydrogen,2024,TOI-2374
TOI-2379,,0.62,Hydrogen,2024,TOI-2379
TOI-238,K2V,0.75,Hydrogen,2024,TOI-238
TOI-238,K2V,0.73,Hydrogen,2024,TOI-238
TOI-2384,,0.61,Hydrogen,2024,TOI-2384
TOI-2406,,0.2,Hydrogen,2021,TOI-2406
TOI-2411,,0.68,Hydrogen,2022,TOI-2411
TOI-2416,,1.24,Hydrogen,2023,TOI-2416
TOI-2420,,2.37,Hydrogen,2024,TOI-2420
TOI-2421,,1.75,Hydrogen,2022,TOI-2421
TOI-2427,,0.65,Hydrogen,2022,TOI-2427
TOI-244,M2.5 V,0.43,Hydrogen,2023,TOI-244
TOI-2443,,0.73,Hydrogen,2023,TOI-2443
TOI-2445,,0.27,Hydrogen,2022,TOI-2445
TOI-2447,,1.01,Hydrogen,2024,TOI-2447
TOI-2458,F9-F9.5,1.31,Hydrogen,2024,TOI-2458
TOI-2458,F9-F9.5,1.31,Hydrogen,2024,TOI-2458
TOI-2459,,0.68,Hydrogen,2023,TOI-2459
TOI-2485,,1.72,Hydrogen,2024,TOI-2485
TOI-2497,,2.36,Hydrogen,2023,TOI-2497
TOI-2498,,1.26,Hydrogen,2023,TOI-2498
TOI-251,,0.88,Hydrogen,2021,TOI-251
TOI-2524,,1.12,Hydrogen,2023,TOI-2524
TOI-2525,K8 V,0.79,Hydrogen,2023,TOI-2525
TOI-2525,K8 V,0.79,Hydrogen,2023,TOI-2525
TOI-2529,,1.7,Hydrogen,2024,TOI-2529
TOI-2545,,1.25,Hydrogen,2022,TOI-2545
TOI-2567,,1.69,Hydrogen,2022,TOI-2567
TOI-257,,1.87,Hydrogen,2021,TOI-257
TOI-2570,,1.09,Hydrogen,2022,TOI-2570
TOI-2580,F,1.81,Hydrogen,2024,TOI-2580
TOI-2583,,1.48,Hydrogen,2023,TOI-2583 A
TOI-2587,,1.73,Hydrogen,2023,TOI-2587 A
TOI-2589,,1.07,Hydrogen,2023,TOI-2589
TOI-260,K8 V,0.55,Hydrogen,2024,TOI-260
TOI-261,,1.28,Hydrogen,2024,TOI-261
TOI-262,K0 V,0.85,Hydrogen,2023,TOI-262
TOI-2641,F9 V,1.34,Hydrogen,2023,TOI-2641
TOI-2669,,4.1,Hydrogen,2022,TOI-2669
TOI-269,M2 V,0.4,Hydrogen,2021,TOI-269
TOI-270,M,0.38,Hydrogen,2019,TOI-270
TOI-270,M,0.38,Hydrogen,2019,TOI-270
TOI-270,M,0.38,Hydrogen,2019,TOI-270
TOI-2714,,1.25,Hydrogen,2024,TOI-2714
TOI-2768,M,0.66,Hydrogen,2024,TOI-2768
TOI-277,,0.36,Hydrogen,2022,TOI-277
TOI-2796,,1.07,Hydrogen,2023,TOI-2796
TOI-2803,,1.25,Hydrogen,2023,TOI-2803 A
TOI-2818,,1.23,Hydrogen,2023,TOI-2818
TOI-2842,,1.27,Hydrogen,2023,TOI-2842
TOI-286,K3 V,0.78,Hydrogen,2024,TOI-286
TOI-286,K3 V,0.78,Hydrogen,2024,TOI-286
TOI-2977,,1.07,Hydrogen,2023,TOI-2977
TOI-2981,,1.08,Hydrogen,2024,TOI-2981
TOI-3023,,1.67,Hydrogen,2023,TOI-3023
TOI-3071,,1.31,Hydrogen,2024,TOI-3071
TOI-3082,,0.68,Hydrogen,2023,TOI-3082
TOI-3235,M V,0.37,Hydrogen,2023,TOI-3235
TOI-3261,K1.5+/-1,0.85,Hydrogen,2024,TOI-3261
TOI-329,,1.53,Hydrogen,2024,TOI-329
TOI-332,K0 V,0.87,Hydrogen,2023,TOI-332
TOI-3321,,1.55,Hydrogen,2024,TOI-3321
TOI-3331,,0.95,Hydrogen,2022,TOI-3331 A
TOI-3353,,1.02,Hydrogen,2024,TOI-3353
TOI-3362,,1.83,Hydrogen,2021,TOI-3362
TOI-3364,,1.42,Hydrogen,2023,TOI-3364
TOI-3540,,1.23,Hydrogen,2022,TOI-3540 A
TOI-3568,,0.72,Hydrogen,2024,TOI-3568
TOI-3629,M1,0.6,Hydrogen,2022,TOI-3629
TOI-3688,,1.3,Hydrogen,2023,TOI-3688 A
TOI-3693,,0.79,Hydrogen,2022,TOI-3693
TOI-3714,M2,0.51,Hydrogen,2022,TOI-3714
TOI-3757,M0 V,0.62,Hydrogen,2022,TOI-3757
TOI-3785,M2 V,0.5,Hydrogen,2023,TOI-3785
TOI-3807,,1.47,Hydrogen,2023,TOI-3807
TOI-3819,,1.54,Hydrogen,2023,TOI-3819
TOI-3884,M4,0.3,Hydrogen,2022,TOI-3884
TOI-3894,,1.5,Hydrogen,2024,TOI-3894
TOI-3912,,1.39,Hydrogen,2023,TOI-3912
TOI-3919,,1.32,Hydrogen,2024,TOI-3919
TOI-3976,,1.5,Hydrogen,2023,TOI-3976 A
TOI-3984,M4+/-0.5,0.47,Hydrogen,2023,TOI-3984 A
TOI-4010,K V,0.83,Hydrogen,2023,TOI-4010
TOI-4010,K V,0.83,Hydrogen,2023,TOI-4010
TOI-4010,K V,0.83,Hydrogen,2023,TOI-4010
TOI-4010,K V,0.83,Hydrogen,2023,TOI-4010
TOI-406,M3,0.41,Hydrogen,2024,TOI-406
TOI-406,M3,0.41,Hydrogen,2024,TOI-406
TOI-4087,,1.11,Hydrogen,2023,TOI-4087
HD 22946,F7/F8V,1.12,Hydrogen,2023,HD 22946
HD 22946,F7/F8V,1.12,Hydrogen,2023,HD 22946
TOI-4127,F V,1.29,Hydrogen,2023,TOI-4127
TOI-4137,,1.44,Hydrogen,2022,TOI-4137
TOI-4145,,0.86,Hydrogen,2023,TOI-4145 A
TOI-4153,,1.6,Hydrogen,2024,TOI-4153
TOI-4184,M5.5+/-0.5,0.23,Hydrogen,2023,TOI-4184
TOI-4201,M1.0+/-0.5,0.63,Hydrogen,2023,TOI-4201
TOI-421,G9 V,0.87,Hydrogen,2020,TOI-421
TOI-421,G9 V,0.87,Hydrogen,2020,TOI-421
TOI-4308,,0.79,Hydrogen,2023,TOI-4308
TOI-431,,0.73,Hydrogen,2021,TOI-431
TOI-431,,0.73,Hydrogen,2021,TOI-431
TOI-431,,0.73,Hydrogen,2021,TOI-431
TOI-4329,,2.31,Hydrogen,2022,TOI-4329
TOI-4336,M3.5+/-0.5,0.33,Hydrogen,2024,TOI-4336 A
TOI-4342,M0 V,0.6,Hydrogen,2023,TOI-4342
TOI-4342,M0 V,0.6,Hydrogen,2023,TOI-4342
TOI-4377,,3.52,Hydrogen,2023,TOI-4377
TOI-4379,,1.98,Hydrogen,2024,TOI-4379
TOI-4406,,1.29,Hydrogen,2023,TOI-4406
TOI-4438,M3.5 V,0.37,Hydrogen,2024,TOI-4438
TOI-444,K1/2 V,0.78,Hydrogen,2023,TOI-444
TOI-4443,,1.02,Hydrogen,2024,TOI-4443
TOI-4463,,1.06,Hydrogen,2023,TOI-4463 A
TOI-4479,M3.0,0.45,Hydrogen,2022,TOI-4479
TOI-4495,,1.34,Hydrogen,2024,TOI-4495
TOI-4504,K1 V,0.92,Hydrogen,2024,TOI-4504
TOI-4504,K1 V,0.92,Hydrogen,2024,TOI-4504
TOI-4504,K1 V,0.92,Hydrogen,2024,TOI-4504
TOI-451,,0.88,Hydrogen,2020,TOI-451
TOI-451,,0.88,Hydrogen,2020,TOI-451
TOI-451,,0.88,Hydrogen,2020,TOI-451
TOI-4515,G8/G9,0.86,Hydrogen,2024,TOI-4515
TOI-4527,M2V:,0.49,Hydrogen,2024,TOI-4527
TOI-4551,,3.55,Hydrogen,2023,TOI-4551
TOI-4559,,0.37,Hydrogen,2024,TOI-4559
TOI-4562,F7 V,1.15,Hydrogen,2023,TOI-4562
TOI-4562,F7 V,1.15,Hydrogen,2023,TOI-4562
TOI-4582,,2.5,Hydrogen,2023,TOI-4582
TOI-4600,K V,0.81,Hydrogen,2023,TOI-4600
TOI-4600,K V,0.81,Hydrogen,2023,TOI-4600
TOI-4602,,1.16,Hydrogen,2024,TOI-4602
TOI-4603,F,2.74,Hydrogen,2023,TOI-4603
TOI-4633,G V,1.05,Hydrogen,2024,TOI-4633
TOI-4638,,0.89,Hydrogen,2024,TOI-4638
TOI-4641,,1.72,Hydrogen,2023,TOI-4641
TOI-470,G,0.83,Hydrogen,2023,TOI-470
TOI-4791,,1.41,Hydrogen,2023,TOI-4791
TOI-480,,1.49,Hydrogen,2024,TOI-480
TOI-481,G,1.66,Hydrogen,2020,TOI-481
TOI-4860,M3.5 V,0.36,Hydrogen,2023,TOI-4860
TOI-4914,,1,Hydrogen,2024,TOI-4914
TOI-4994,,1.06,Hydrogen,2024,TOI-4994
TOI-500,K6 V,0.68,Hydrogen,2022,TOI-500
TOI-500,K6 V,0.68,Hydrogen,2022,TOI-500
TOI-500,K6 V,0.68,Hydrogen,2022,TOI-500
TOI-500,K6 V,0.68,Hydrogen,2022,TOI-500
TOI-5005,G2 V,0.93,Hydrogen,2024,TOI-5005
TOI-5076,K2 V,0.78,Hydrogen,2024,TOI-5076
TOI-5082,,0.93,Hydrogen,2024,TOI-5082
TOI-5108,,1.29,Hydrogen,2025,TOI-5108
TOI-5126,F V,1.24,Hydrogen,2023,TOI-5126
TOI-5126,F V,1.24,Hydrogen,2023,TOI-5126
TOI-5153,F8 V,1.4,Hydrogen,2022,TOI-5153
TOI-5174,,1.09,Hydrogen,2022,TOI-5174
TOI-519,M V,0.35,Hydrogen,2021,TOI-519
TOI-5205,M4.0,0.39,Hydrogen,2023,TOI-5205
TOI-5218,,0.71,Hydrogen,2024,TOI-5218
TOI-5232,,1.79,Hydrogen,2024,TOI-5232
TOI-5238,,1.02,Hydrogen,2022,TOI-5238
TOI-5293,M3+/-1,0.52,Hydrogen,2023,TOI-5293 A
TOI-530,,0.54,Hydrogen,2021,TOI-530
TOI-5301,,2.18,Hydrogen,2024,TOI-5301
TOI-5319,M,0.49,Hydrogen,2024,TOI-5319
TOI-532,,0.61,Hydrogen,2021,TOI-532
TOI-5344,,0.59,Hydrogen,2023,TOI-5344
TOI-5388,,0.31,Hydrogen,2024,TOI-5388
TOI-5398,G V,1.05,Hydrogen,2022,TOI-5398
TOI-5398,G V,1.05,Hydrogen,2022,TOI-5398
TOI-540,M V,0.19,Hydrogen,2020,TOI-540
TOI-544,,0.62,Hydrogen,2022,TOI-544
TOI-544,,0.62,Hydrogen,2022,TOI-544
TOI-5542,G3 V,1.06,Hydrogen,2022,TOI-5542
TOI-558,F V,1.5,Hydrogen,2021,TOI-558
TOI-559,G V,1.23,Hydrogen,2021,TOI-559
TOI-561,G9 V,0.84,Hydrogen,2020,TOI-561
TOI-561,G9 V,0.84,Hydrogen,2020,TOI-561
TOI-561,G9 V,0.84,Hydrogen,2020,TOI-561
TOI-561,G9 V,0.84,Hydrogen,2020,TOI-561
TOI-5616,,0.65,Hydrogen,2024,TOI-5616
TOI-5634,,0.54,Hydrogen,2024,TOI-5634 A
TOI-564,,1.09,Hydrogen,2020,TOI-564
TOI-5678,G7 V,0.94,Hydrogen,2023,TOI-5678
TOI-5688,,0.58,Hydrogen,2024,TOI-5688 A
TOI-5704,,0.76,Hydrogen,2023,TOI-5704
TOI-5713,M3.5+/-0.5,0.3,Hydrogen,2024,TOI-5713
TOI-5720,M3.5 +/- 1.0,0.38,Hydrogen,2024,TOI-5720
TOI-5726,,1.11,Hydrogen,2024,TOI-5726
TOI-5786,,1.36,Hydrogen,2025,TOI-5786
TOI-5799,,0.34,Hydrogen,2024,TOI-5799
TOI-5803,,0.76,Hydrogen,2023,TOI-5803
TOI-6002,M3.5+/-0.5,0.24,Hydrogen,2024,TOI-6002
TOI-6008,M5.0,0.24,Hydrogen,2024,TOI-6008
TOI-6016,F,1.51,Hydrogen,2024,TOI-6016
TOI-6029,,2.34,Hydrogen,2024,TOI-6029
TOI-6034,,0.49,Hydrogen,2024,TOI-6034
TOI-6038,,1.65,Hydrogen,2025,TOI-6038 A
TOI-6054,,1.61,Hydrogen,2024,TOI-6054
TOI-6054,,1.61,Hydrogen,2024,TOI-6054
TOI-6086,M3.0,0.26,Hydrogen,2024,TOI-6086
TOI-6130,F,1.51,Hydrogen,2024,TOI-6130
TOI-615,F2 V,1.73,Hydrogen,2023,TOI-615
TOI-620,M2.5 V,0.55,Hydrogen,2022,TOI-620
TOI-622,F6 V,1.42,Hydrogen,2023,TOI-622
TOI-6255,,0.37,Hydrogen,2024,TOI-6255
TOI-628,,1.34,Hydrogen,2021,TOI-628
TOI-6383,M3,0.46,Hydrogen,2024,TOI-6383 A
TOI-640,,2.08,Hydrogen,2021,TOI-640
TOI-654,,0.43,Hydrogen,2024,TOI-654
TOI-663,M1 V,0.51,Hydrogen,2024,TOI-663
TOI-663,M1 V,0.51,Hydrogen,2024,TOI-663
TOI-663,M1 V,0.51,Hydrogen,2024,TOI-663
TOI-6651,,1.72,Hydrogen,2024,TOI-6651
TOI-669,,0.99,Hydrogen,2023,TOI-669
TOI-672,,0.54,Hydrogen,2023,TOI-672
TOI-674,M2 V,0.42,Hydrogen,2021,TOI-674
TOI-677,F8,1.28,Hydrogen,2020,TOI-677
TOI-700,M2.5 V,0.42,Hydrogen,2020,TOI-700
TOI-700,M2.5 V,0.42,Hydrogen,2020,TOI-700
TOI-700,M2.5 V,0.42,Hydrogen,2020,TOI-700
TOI-700,M2.5 V,0.42,Hydrogen,2020,TOI-700
TOI-712,K4.5 V,0.67,Hydrogen,2022,TOI-712
TOI-712,K4.5 V,0.67,Hydrogen,2022,TOI-712
TOI-712,K4.5 V,0.67,Hydrogen,2022,TOI-712
TOI-715,M4,0.24,Hydrogen,2023,TOI-715
TOI-733,G,0.95,Hydrogen,2023,TOI-733
TOI-757,K0 V,0.78,Hydrogen,2024,TOI-757
TOI-762,,0.43,Hydrogen,2024,TOI-762 A
TOI-763,G,0.9,Hydrogen,2020,TOI-763
TOI-763,G,0.9,Hydrogen,2020,TOI-763
TOI-771,,0.24,Hydrogen,2024,TOI-771
TOI-776,M1 V,0.55,Hydrogen,2020,TOI-776
TOI-776,M1 V,0.55,Hydrogen,2020,TOI-776
TOI-778,F3 V,1.71,Hydrogen,2023,TOI-778
TOI-782,,0.41,Hydrogen,2024,TOI-782
HD 307842,G,0.91,Hydrogen,2023,HD 307842
TOI-813,,2.04,Hydrogen,2020,TOI-813
TOI-815,K3 V,0.77,Hydrogen,2024,TOI-815
TOI-815,K3 V,0.77,Hydrogen,2024,TOI-815
TOI-824,K4 V,0.7,Hydrogen,2020,TOI-824
TOI-833,,0.6,Hydrogen,2022,TOI-833
TOI-836,K V,0.67,Hydrogen,2023,TOI-836
TOI-836,K V,0.67,Hydrogen,2023,TOI-836
TOI-837,F9/G0,1.05,Hydrogen,2020,TOI-837
TOI-849,G,0.97,Hydrogen,2020,TOI-849
TOI-858,G0,1.31,Hydrogen,2023,TOI-858 B
TOI-871,,0.72,Hydrogen,2024,TOI-871
TOI-880,,0.82,Hydrogen,2024,TOI-880
TOI-892,,1.39,Hydrogen,2020,TOI-892
TOI-904,,0.53,Hydrogen,2023,TOI-904
TOI-904,,0.53,Hydrogen,2023,TOI-904
TOI-905,,0.92,Hydrogen,2020,TOI-905
TOI-907,,2.06,Hydrogen,2024,TOI-907
TOI-908,G V,1.03,Hydrogen,2023,TOI-908
TOI-913,,0.73,Hydrogen,2023,TOI-913
TOI-942,K2.5 V,0.89,Hydrogen,2020,TOI-942
TOI-942,K2.5 V,0.89,Hydrogen,2020,TOI-942
TOI-954,,1.89,Hydrogen,2020,TOI-954
TOI-969,K V,0.67,Hydrogen,2022,TOI-969
TOI-969,K V,0.67,Hydrogen,2022,TOI-969
TRAPPIST-1,,0.12,Hydrogen,2016,TRAPPIST-1
TRAPPIST-1,,0.12,Hydrogen,2016,TRAPPIST-1
TRAPPIST-1,,0.12,Hydrogen,2016,TRAPPIST-1
TRAPPIST-1,,0.12,Hydrogen,2016,TRAPPIST-1
TRAPPIST-1,,0.12,Hydrogen,2016,TRAPPIST-1
TRAPPIST-1,,0.12,Hydrogen,2016,TRAPPIST-1
TRAPPIST-1,,0.12,Hydrogen,2016,TRAPPIST-1
TYC 0434-04538-1,,9.99,Hydrogen,2021,TYC 0434-04538-1
TYC 1422-614-1,,6.85,Hydrogen,2014,TYC 1422-614-1
TYC 1422-614-1,,6.85,Hydrogen,2014,TYC 1422-614-1
TYC 2187-512-1,M1.0 V,0.5,Hydrogen,2022,TYC 2187-512-1
TYC 3318-01333-1,,5.9,Hydrogen,2018,TYC 3318-01333-1
TYC 3667-1280-1,,6.26,Hydrogen,2016,TYC 3667-1280-1
TYC 4282-00605-1,,16.21,Hydrogen,2017,TYC 4282-00605-1
TYC 8998-760-1,K3 IV,0.95,Hydrogen,2020,TYC 8998-760-1
TYC 8998-760-1,K3 IV,0.95,Hydrogen,2020,TYC 8998-760-1
Teegarden's Star,M7.0 V,0.12,Hydrogen,2019,Teegarden's Star
Teegarden's Star,M7.0 V,0.12,Hydrogen,2019,Teegarden's Star
Teegarden's Star,M7.0 V,0.12,Hydrogen,2019,Teegarden's Star
TrES-1,K0 V,0.85,Hydrogen,2004,TrES-1
TrES-2,G0 V,1.12,Hydrogen,2006,TrES-2
TrES-3,G4 V,0.83,Hydrogen,2007,TrES-3
TrES-4,F8 V,1.66,Hydrogen,2007,TrES-4
TrES-5,,0.87,Hydrogen,2011,TrES-5
UCAC3 113-933,M0,0.56,Hydrogen,2024,UCAC3 113-933
UCAC4 328-061594,DC,,Hydrogen,2024,UCAC4 328-061594
