Planet Name,Planet Radius [Earth Radius],Duration of a day (hours),Planetary Type,Has Biosphere,Discovery Year,Star Name
LTT 3780 c,2.39,79.87,Proto Planet,0,2020,LTT 3780
LTT 9779 b,4.72,109.08,Gas Giant,1,2020,LTT 9779
LkCa 15 b,,3.19,Chthonian Planet,1,2015,LkCa 15
LkCa 15 c,,84.65,Gas Giant,0,2015,LkCa 15
Luhman 16 b,11.9,96.08,Ice Giant,1,2017,Luhman 16
Lupus-TR-3 b,9.976,111.87,Gas Giant,1,2007,Lupus-TR-3
M62H b,,114.13,Proto Planet,0,2024,M62H
MASCARA-1 b,17.901,66.92,Gas Giant,0,2017,MASCARA-1
MASCARA-4 b,17.15,105.28,Dwarf Planet,1,2020,MASCARA-4
MOA-2007-BLG-192L b,1.63,20.47,Ice Giant,1,2008,MOA-2007-BLG-192L
MOA-2007-BLG-400L b,13.5,21.13,Ice Giant,0,2008,MOA-2007-BLG-400L
MOA-2008-BLG-310L b,5.18,49.05,Proto Planet,0,2009,MOA-2008-BLG-310L
MOA-2008-BLG-379L b,13,29.49,Proto Planet,1,2013,MOA-2008-BLG-379L
MOA-2009-BLG-266L b,3.21,74.08,Dwarf Planet,0,2011,MOA-2009-BLG-266L
MOA-2009-BLG-319L b,9.64,98.96,Proto Planet,0,2010,MOA-2009-BLG-319L
MOA-2009-BLG-387L b,13.2,90.34,Gas Giant,1,2010,MOA-2009-BLG-387L
MOA-2010-BLG-073L b,12.4,93.57,Garden World,1,2012,MOA-2010-BLG-073L
MOA-2010-BLG-117L b,14.2,81.02,Dwarf Planet,0,2018,MOA-2010-BLG-117L
MOA-2010-BLG-328L b,2.99,121.15,Chthonian Planet,0,2013,MOA-2010-BLG-328L
MOA-2010-BLG-353L b,11.1,109.02,Dwarf Planet,0,2015,MOA-2010-BLG-353L
MOA-2010-BLG-477L b,13.6,76.31,Proto Planet,0,2012,MOA-2010-BLG-477L
MOA-2011-BLG-028L b,5.99,44.51,Gas Giant,0,2016,MOA-2011-BLG-028L
MOA-2011-BLG-262L b,4.29,26.63,Gas Giant,0,2014,MOA-2011-BLG-262L
MOA-2011-BLG-291L b,4.43,122.08,Dwarf Planet,0,2018,MOA-2011-BLG-291L
MOA-2011-BLG-293L b,12.9,107.77,Ice Giant,1,2012,MOA-2011-BLG-293L
MOA-2011-BLG-322L b,12.4,7.95,Gas Giant,1,2013,MOA-2011-BLG-322L
MOA-2012-BLG-006L b,12.6,10.67,Ice Giant,1,2017,MOA-2012-BLG-006L
MOA-2012-BLG-505L b,2.48,28.5,Dwarf Planet,0,2017,MOA-2012-BLG-505L
MOA-2013-BLG-220L b,13.2,85.75,Gas Giant,1,2014,MOA-2013-BLG-220L
MOA-2013-BLG-605L b,1.62,63.62,Dwarf Planet,1,2016,MOA-2013-BLG-605L
MOA-2015-BLG-337L b,6.42,47.61,Garden World,0,2018,MOA-2015-BLG-337L
MOA-2016-BLG-227L b,13.2,14.11,Proto Planet,0,2017,MOA-2016-BLG-227L
MOA-2016-BLG-319L b,14.1,89.12,Dwarf Planet,0,2018,MOA-2016-BLG-319L
MOA-2016-BLG-526L b,3.97,86.76,Gas Giant,1,2024,MOA-2016-BLG-526L
MOA-2019-BLG-008L b,12.2,29.49,Ice Giant,1,2022,MOA-2019-BLG-008L
MOA-2020-BLG-135L b,3.37,0.18,Ice Giant,0,2022,MOA-2020-BLG-135L
MOA-2020-BLG-208L b,7.71,82.41,Gas Giant,0,2023,MOA-2020-BLG-208L
MOA-2022-BLG-249L b,2.04,48.86,Ice Giant,1,2023,MOA-2022-BLG-249L
MOA-2022-BLG-563L b,14,34.17,Chthonian Planet,1,2024,MOA-2022-BLG-563L
MOA-bin-1L b,13,38.81,Ice Giant,1,2012,MOA-bin-1L
MOA-bin-29 b,14.1,100.47,Proto Planet,0,2019,MOA-bin-29
MWC 758 c,,17.19,Gas Giant,0,2023,MWC 758
MXB 1658-298 b,12,107.44,Proto Planet,1,2017,MXB 1658-298
NGC 2682 Sand 1429 b,13.4,119.52,Dwarf Planet,0,2024,NGC 2682 Sand 1429
NGC 2682 Sand 364 b,12.7,74.5,Gas Giant,1,2014,NGC 2682 Sand 364
NGC 2682 Sand 978 b,13.3,69.41,Chthonian Planet,1,2017,NGC 2682 Sand 978
NGC 2682 YBP 1194 b,12.3,49.29,Gas Giant,1,2014,NGC 2682 YBP 1194
NGC 2682 YBP 1514 b,14,102.39,Chthonian Planet,0,2014,NGC 2682 YBP 1514
NGC 2682 YBP 401 b,14.3,60.91,Dwarf Planet,0,2016,NGC 2682 YBP 401
NGTS-1 b,14.908,120.4,Proto Planet,0,2017,NGTS-1
NGTS-10 b,13.507,48.64,Chthonian Planet,0,2020,NGTS-10
NGTS-11 b,9.158,88.6,Garden World,1,2020,NGTS-11
NGTS-12 b,11.747,40.75,Ice Giant,1,2020,NGTS-12
NGTS-13 b,12.801,46.42,Gas Giant,1,2021,NGTS-13
NGTS-14 A b,4.977,64.78,Ice Giant,1,2021,NGTS-14
NGTS-15 b,12.33,59.07,Gas Giant,0,2021,NGTS-15
NGTS-16 b,14.572,77.47,Dwarf Planet,0,2021,NGTS-16
NGTS-17 b,13.899,101.12,Chthonian Planet,0,2021,NGTS-17
NGTS-18 b,13.563,74.07,Ice Giant,0,2021,NGTS-18
NGTS-2 b,17.878,20.37,Dwarf Planet,1,2018,NGTS-2
NGTS-20 b,11.994,26.72,Proto Planet,0,2022,NGTS-20
NGTS-21 b,14.908,18.29,Proto Planet,1,2022,NGTS-21
NGTS-23 b,14.202,52.68,Dwarf Planet,0,2022,NGTS-23
NGTS-24 b,13.608,6.4,Chthonian Planet,0,2022,NGTS-24
NGTS-25 b,11.467,20.8,Gas Giant,1,2022,NGTS-25
NGTS-26 b,14.886,3.71,Gas Giant,1,2024,NGTS-26
NGTS-27 b,15.648,11.4,Proto Planet,1,2024,NGTS-27
NGTS-3 A b,16.589,32.68,Dwarf Planet,1,2018,NGTS-3
NGTS-30 b,10.402,69.34,Chthonian Planet,0,2024,NGTS-30
NGTS-33 b,18.383,122.69,Ice Giant,1,2024,TOI-6442
NGTS-4 b,3.18,77.62,Dwarf Planet,0,2019,NGTS-4
NGTS-5 b,12.733,59.23,Gas Giant,0,2019,NGTS-5
NGTS-6 b,14.863,66.35,Ice Giant,0,2019,NGTS-6
NGTS-8 b,12.218,11.32,Ice Giant,0,2019,NGTS-8
NGTS-9 b,11.994,45.36,Proto Planet,0,2019,NGTS-9
NN Ser c,12.6,26.17,Dwarf Planet,0,2010,NN Ser
NN Ser d,13.3,91.38,Ice Giant,1,2010,NN Ser
NSVS 14256825 b,12.3,34.23,Garden World,1,2019,NSVS 14256825
NY Vir b,13.3,71.98,Garden World,0,2011,NY Vir
NY Vir c,12.8,61.35,Dwarf Planet,1,2019,NY Vir
OGLE-2003-BLG-235L b,13.2,113.67,Chthonian Planet,1,2004,OGLE-2003-BLG-235L
OGLE-2005-BLG-071L b,13,93.02,Dwarf Planet,1,2005,OGLE-2005-BLG-071L
OGLE-2005-BLG-169L b,3.84,57.44,Dwarf Planet,1,2006,OGLE-2005-BLG-169L
OGLE-2005-BLG-390L b,2.21,35.68,Gas Giant,0,2005,OGLE-2005-BLG-390L
OGLE-2006-BLG-109L b,14,31.83,Gas Giant,1,2008,OGLE-2006-BLG-109L
OGLE-2006-BLG-109L c,11.1,121.04,Gas Giant,0,2008,OGLE-2006-BLG-109L
OGLE-2006-BLG-284L A b,14.3,69.48,Chthonian Planet,1,2020,OGLE-2006-BLG-284L
OGLE-2007-BLG-349L AB c,10.7,89,Dwarf Planet,0,2016,OGLE-2007-BLG-349L
OGLE-2007-BLG-368L b,4.72,122.84,Garden World,0,2009,OGLE-2007-BLG-368L
OGLE-2008-BLG-092L b,8.74,39.43,Gas Giant,0,2014,OGLE-2008-BLG-092L
OGLE-2008-BLG-355L b,12.9,120.91,Ice Giant,0,2014,OGLE-2008-BLG-355L
OGLE-2011-BLG-0173L b,9.01,74.09,Chthonian Planet,1,2018,OGLE-2011-BLG-0173L
OGLE-2011-BLG-0251L b,14.2,89.62,Dwarf Planet,0,2012,OGLE-2011-BLG-0251L
OGLE-2011-BLG-0265L b,13.9,36.14,Gas Giant,0,2015,OGLE-2011-BLG-0265L
OGLE-2012-BLG-0026L b,7.72,120.58,Gas Giant,0,2012,OGLE-2012-BLG-0026L
OGLE-2012-BLG-0026L c,13.9,115.32,Garden World,1,2012,OGLE-2012-BLG-0026L
OGLE-2012-BLG-0358L b,13.4,16.21,Gas Giant,0,2013,OGLE-2012-BLG-0358L
OGLE-2012-BLG-0406L b,13.2,57.35,Proto Planet,0,2013,OGLE-2012-BLG-0406L
OGLE-2012-BLG-0563L b,13.6,27.68,Ice Giant,0,2015,OGLE-2012-BLG-0563L
OGLE-2012-BLG-0724L b,14.3,114.18,Gas Giant,0,2016,OGLE-2012-BLG-0724L
OGLE-2012-BLG-0838L b,8.39,102.28,Gas Giant,0,2020,OGLE-2012-BLG-0838L
OGLE-2012-BLG-0950L b,6.56,26.78,Garden World,0,2016,OGLE-2012-BLG-0950L
OGLE-2013-BLG-0102L b,12.3,20.86,Proto Planet,1,2014,OGLE-2013-BLG-0102L
OGLE-2013-BLG-0132L b,11.6,79.04,Dwarf Planet,0,2017,OGLE-2013-BLG-0132L
OGLE-2013-BLG-0341L B b,1.16,11.6,Dwarf Planet,0,2014,OGLE-2013-BLG-0341L
OGLE-2013-BLG-0911L b,12.5,67.88,Garden World,1,2019,OGLE-2013-BLG-0911L
OGLE-2013-BLG-1721L b,14.1,10.76,Ice Giant,0,2017,OGLE-2013-BLG-1721L
OGLE-2013-BLG-1761L b,13.2,67.95,Proto Planet,0,2018,OGLE-2013-BLG-1761L
OGLE-2014-BLG-0124L b,14.1,103.77,Proto Planet,1,2015,OGLE-2014-BLG-0124L
OGLE-2014-BLG-0221L b,12.9,35.14,Dwarf Planet,1,2024,OGLE-2014-BLG-0221L
OGLE-2014-BLG-0319L b,14.1,15.51,Proto Planet,1,2022,OGLE-2014-BLG-0319L
OGLE-2014-BLG-0676L b,13,53.98,Chthonian Planet,0,2016,OGLE-2014-BLG-0676L
OGLE-2014-BLG-1722L b,8.59,41.85,Proto Planet,0,2018,OGLE-2014-BLG-1722L
OGLE-2014-BLG-1722L c,11,102.68,Dwarf Planet,0,2018,OGLE-2014-BLG-1722L
OGLE-2014-BLG-1760L b,14.2,23.98,Gas Giant,0,2016,OGLE-2014-BLG-1760L
OGLE-2015-BLG-0051L b,14,87.5,Ice Giant,0,2016,OGLE-2015-BLG-0051L
OGLE-2015-BLG-0954L b,13.1,101.23,Dwarf Planet,1,2016,OGLE-2015-BLG-0954L
OGLE-2015-BLG-0966L b,4.86,68.59,Chthonian Planet,0,2016,OGLE-2015-BLG-0966L
OGLE-2015-BLG-1649L b,13.2,87.48,Chthonian Planet,0,2019,OGLE-2015-BLG-1649L
OGLE-2015-BLG-1670L b,4.42,122.53,Dwarf Planet,0,2019,OGLE-2015-BLG-1670L
OGLE-2015-BLG-1771L b,14.3,25.83,Gas Giant,1,2020,OGLE-2015-BLG-1771L
OGLE-2016-BLG-0263L b,13,59.69,Ice Giant,1,2017,OGLE-2016-BLG-0263L
OGLE-2016-BLG-0613L AB b,13,119.42,Ice Giant,1,2017,OGLE-2016-BLG-0613L
OGLE-2016-BLG-1067L b,14.3,87.52,Proto Planet,0,2019,OGLE-2016-BLG-1067L
OGLE-2016-BLG-1093L b,14,42.94,Gas Giant,0,2022,OGLE-2016-BLG-1093L
OGLE-2016-BLG-1190L b,12.3,42.72,Dwarf Planet,0,2017,OGLE-2016-BLG-1190L
OGLE-2016-BLG-1195L b,1.11,108.27,Proto Planet,1,2017,OGLE-2016-BLG-1195L
OGLE-2016-BLG-1227L b,13.9,57.71,Proto Planet,1,2020,OGLE-2016-BLG-1227L
OGLE-2016-BLG-1598L b,13.6,40.24,Proto Planet,1,2024,OGLE-2016-BLG-1598L
OGLE-2016-BLG-1800L b,13.2,116.18,Proto Planet,1,2024,OGLE-2016-BLG-1800L
OGLE-2017-BLG-0173L b,1.62,108.92,Ice Giant,1,2018,OGLE-2017-BLG-0173L
OGLE-2017-BLG-0373L b,14,113.76,Dwarf Planet,0,2018,OGLE-2017-BLG-0373L
OGLE-2017-BLG-0406L b,14.2,4.96,Ice Giant,1,2020,OGLE-2017-BLG-0406L
OGLE-2017-BLG-0448L b,4.08,102.03,Proto Planet,0,2024,OGLE-2017-BLG-0448L
OGLE-2017-BLG-0482L b,2.95,96.46,Proto Planet,1,2018,OGLE-2017-BLG-0482L
OGLE-2017-BLG-0604L b,14.2,82.86,Proto Planet,1,2020,OGLE-2017-BLG-0604L
OGLE-2017-BLG-0640L b,13.5,118.27,Gas Giant,1,2024,OGLE-2017-BLG-0640L
OGLE-2017-BLG-1049L b,12.8,59.39,Proto Planet,1,2020,OGLE-2017-BLG-1049L
OGLE-2017-BLG-1099L b,13.1,85.19,Ice Giant,0,2021,OGLE-2017-BLG-1099L
OGLE-2017-BLG-1140L b,13.5,111.04,Chthonian Planet,1,2018,OGLE-2017-BLG-1140L
OGLE-2017-BLG-1237L b,13,47.18,Ice Giant,1,2024,OGLE-2017-BLG-1237L
OGLE-2017-BLG-1275L b,12.8,19.3,Chthonian Planet,0,2024,OGLE-2017-BLG-1275L
OGLE-2017-BLG-1375L b,12.4,88.65,Ice Giant,0,2020,OGLE-2017-BLG-1375L
OGLE-2017-BLG-1434L b,1.94,33.31,Dwarf Planet,0,2018,OGLE-2017-BLG-1434L
OGLE-2017-BLG-1522L b,14,75.86,Ice Giant,1,2018,OGLE-2017-BLG-1522L
OGLE-2017-BLG-1691L b,3.92,23.5,Proto Planet,1,2022,OGLE-2017-BLG-1691L
OGLE-2017-BLG-1806L b,2.15,79.53,Dwarf Planet,1,2023,OGLE-2017-BLG-1806L
OGLE-2018-BLG-0298L b,7.56,34.97,Chthonian Planet,1,2022,OGLE-2018-BLG-0298L
OGLE-2018-BLG-0383L b,2.41,16.41,Dwarf Planet,1,2022,OGLE-2018-BLG-0383L
OGLE-2018-BLG-0506L b,4.18,29.66,Ice Giant,1,2022,OGLE-2018-BLG-0506L
OGLE-2018-BLG-0516L b,4.73,5.51,Chthonian Planet,1,2022,OGLE-2018-BLG-0516L
OGLE-2018-BLG-0532L b,2.37,70.15,Dwarf Planet,0,2020,OGLE-2018-BLG-0532L
OGLE-2018-BLG-0567L b,12.3,7.79,Ice Giant,0,2021,OGLE-2018-BLG-0567L
OGLE-2018-BLG-0596L b,3.81,7.69,Proto Planet,1,2019,OGLE-2018-BLG-0596L
OGLE-2018-BLG-0677L b,1.82,105.91,Proto Planet,0,2020,OGLE-2018-BLG-0677L
OGLE-2018-BLG-0740L b,12.9,73.87,Ice Giant,1,2019,OGLE-2018-BLG-0740L
OGLE-2018-BLG-0799L b,10.9,83.13,Ice Giant,1,2022,OGLE-2018-BLG-0799L
OGLE-2018-BLG-0932L b,13.9,10.3,Ice Giant,0,2022,OGLE-2018-BLG-0932L
OGLE-2018-BLG-0962L b,13.6,48.52,Dwarf Planet,1,2021,OGLE-2018-BLG-0962L
OGLE-2018-BLG-0977L b,2.41,94.79,Proto Planet,0,2022,OGLE-2018-BLG-0977L
OGLE-2018-BLG-1011L b,13.5,66.22,Dwarf Planet,0,2019,OGLE-2018-BLG-1011L
OGLE-2018-BLG-1011L c,13.2,97.45,Dwarf Planet,0,2019,OGLE-2018-BLG-1011L
OGLE-2018-BLG-1119L b,13.9,79.08,Proto Planet,0,2022,OGLE-2018-BLG-1119L
OGLE-2018-BLG-1126L b,4.41,121.92,Chthonian Planet,0,2022,OGLE-2018-BLG-1126L
OGLE-2018-BLG-1185L b,2.83,39.85,Garden World,0,2021,OGLE-2018-BLG-1185L
OGLE-2018-BLG-1212L b,9.32,36.87,Garden World,0,2022,OGLE-2018-BLG-1212L
OGLE-2018-BLG-1269L b,14.1,82.99,Dwarf Planet,1,2020,OGLE-2018-BLG-1269L
OGLE-2018-BLG-1367L b,13.8,83.45,Dwarf Planet,0,2022,OGLE-2018-BLG-1367L
OGLE-2018-BLG-1428L b,14,52.14,Garden World,0,2021,OGLE-2018-BLG-1428L
OGLE-2018-BLG-1647L b,13.8,110.3,Garden World,1,2022,OGLE-2018-BLG-1647L
OGLE-2018-BLG-1700L b,12.9,30.71,Chthonian Planet,0,2020,OGLE-2018-BLG-1700L
OGLE-2019-BLG-0249L b,12.7,16.48,Ice Giant,0,2023,OGLE-2019-BLG-0249L
OGLE-2019-BLG-0299L b,12.7,109.49,Gas Giant,0,2021,OGLE-2019-BLG-0299L
OGLE-2019-BLG-0304L b,14.2,45.52,Proto Planet,0,2021,OGLE-2019-BLG-0304L
OGLE-2019-BLG-0362L b,13.1,29.78,Dwarf Planet,0,2022,OGLE-2019-BLG-0362L
OGLE-2019-BLG-0468L b,13.1,70.99,Chthonian Planet,1,2022,OGLE-2019-BLG-0468L
OGLE-2019-BLG-0468L c,12.5,29.93,Dwarf Planet,1,2022,OGLE-2019-BLG-0468L
OGLE-2019-BLG-0679L b,13.1,123.17,Dwarf Planet,1,2023,OGLE-2019-BLG-0679L
OGLE-2019-BLG-0954L b,12.3,30.27,Proto Planet,1,2021,OGLE-2019-BLG-0954L
OGLE-2019-BLG-0960L b,1.39,90.3,Gas Giant,0,2021,OGLE-2019-BLG-0960L
OGLE-2019-BLG-1053L b,1.38,47.49,Gas Giant,1,2021,OGLE-2019-BLG-1053L
OGLE-2019-BLG-1180L b,13.5,10.31,Proto Planet,0,2023,OGLE-2019-BLG-1180L
OGLE-2019-BLG-1470L AB c,13.3,121.55,Ice Giant,0,2022,OGLE-2019-BLG-1470L
OGLE-2019-BLG-1492L b,6.79,97.95,Proto Planet,0,2022,OGLE-2019-BLG-1492L
OGLE-2023-BLG-0836L b,12.9,40.29,Ice Giant,1,2024,OGLE-2023-BLG-0836L
OGLE-TR-10 b,14.011,100.57,Dwarf Planet,0,2004,OGLE-TR-10
OGLE-TR-111 b,11.422,5.03,Ice Giant,0,2004,OGLE-TR-111
OGLE-TR-113 b,12.251,96.33,Garden World,0,2004,OGLE-TR-113
OGLE-TR-132 b,13.45,34.09,Garden World,0,2004,OGLE-TR-132
OGLE-TR-182 b,12.666,75.07,Ice Giant,1,2007,OGLE-TR-182
OGLE-TR-211 b,15.244,93.3,Chthonian Planet,0,2007,OGLE-TR-211
OGLE-TR-56 b,15.278,112.06,Gas Giant,0,2002,OGLE-TR-56
OGLE2-TR-L9 b,18.046,67.08,Dwarf Planet,0,2008,OGLE2-TR-L9
Oph 11 b,12.3,32.55,Dwarf Planet,0,2006,Oph 11
PDS 70 b,30.488,11.18,Gas Giant,1,2018,PDS 70
PDS 70 c,22.866,14.84,Proto Planet,1,2019,PDS 70
PH1 b,6.18,26.61,Chthonian Planet,1,2012,PH1
PH2 b,9.337,79.25,Chthonian Planet,0,2013,PH2
POTS-1 b,10.548,97.61,Ice Giant,0,2013,POTS-1
PSR B0329+54 b,1.22,72.87,Dwarf Planet,1,2017,PSR B0329+54
PSR B1257+12 b,0.338,51.76,Ice Giant,1,1994,PSR B1257+12
PSR B1257+12 c,1.91,61.46,Dwarf Planet,1,1992,PSR B1257+12
PSR B1257+12 d,1.8,7.5,Garden World,0,1992,PSR B1257+12
PSR B1620-26 b,13.3,96.93,Ice Giant,1,2003,PSR B1620-26
PSR J1719-1438 b,,14.28,Ice Giant,1,2011,PSR J1719-1438
PSR J2322-2650 b,13.9,73.5,Gas Giant,1,2017,PSR J2322-2650
PZ Tel b,11.9,89.43,Proto Planet,1,2023,PZ Tel
Pr0201 b,14.2,19.04,Garden World,1,2012,Pr0201
Pr0211 b,13.4,103.5,Proto Planet,0,2012,Pr0211
Pr0211 c,12.6,25.5,Proto Planet,1,2016,Pr0211
Proxima Cen b,1.03,27.34,Gas Giant,1,2016,alf Cen
Qatar-1 b,12.812,56.07,Ice Giant,1,2010,Qatar-1
Qatar-10 b,17.295,64.41,Proto Planet,1,2019,Qatar-10
Qatar-2 b,14.056,62.02,Dwarf Planet,1,2011,Qatar-2
Qatar-3 b,12.285,69.42,Ice Giant,1,2017,Qatar-3
Qatar-4 b,12.722,60.44,Ice Giant,0,2017,Qatar-4
Qatar-5 b,12.408,82.19,Dwarf Planet,1,2017,Qatar-5
Qatar-6 b,11.904,27.99,Ice Giant,1,2017,Qatar-6
Qatar-7 b,19.055,83.48,Proto Planet,1,2019,Qatar-7
Qatar-8 b,14.404,9.62,Ice Giant,1,2019,Qatar-8
Qatar-9 b,11.31,112.6,Gas Giant,0,2019,Qatar-9
ROXs 12 b,12.2,89.24,Dwarf Planet,0,2013,ROXs 12
ROXs 42 B b,12.5,111.91,Ice Giant,1,2013,ROXs 42
RR Cae b,13,60.73,Garden World,0,2012,RR Cae
Ross 128 b,1.11,117.41,Ice Giant,0,2017,Ross 128
Ross 458 c,14.011,30.95,Proto Planet,0,2010,Ross 458
Ross 508 b,1.83,66.21,Garden World,0,2022,Ross 508
SPECULOOS-3 b,0.977,103.96,Dwarf Planet,0,2024,SPECULOOS-3
SR 12 AB c,12.3,111.99,Proto Planet,1,2010,SR 12
SWEEPS-11 b,12.666,92.56,Dwarf Planet,0,2006,SWEEPS-11
SWEEPS-4 b,9.079,121.91,Chthonian Planet,1,2006,SWEEPS-4
TAP 26 b,13.5,50.17,Ice Giant,0,2017,TAP 26
TCP J05074264+2447555 b,4.72,31.39,Proto Planet,0,2018,TCP J05074264+2447555
TIC 139270665 b,7.23,26.6,Chthonian Planet,1,2024,TIC 139270665
TIC 139270665 c,12.9,39.85,Garden World,1,2024,TIC 139270665
TIC 172900988 b,11.25,83.83,Dwarf Planet,0,2021,TIC 172900988
TIC 237913194 b,12.52,82.24,Proto Planet,1,2020,TIC 237913194
TIC 241249530 b,13.294,76.15,Garden World,1,2024,TIC 241249530
TIC 257060897 b,16.701,42.77,Proto Planet,0,2021,TIC 257060897
TIC 279401253 b,11.209,16.61,Proto Planet,1,2023,TIC 279401253
TIC 279401253 c,12.6,72.83,Dwarf Planet,0,2023,TIC 279401253
TIC 365102760 b,6.21,51.56,Gas Giant,0,2024,TIC 365102760
TIC 393818343 b,12.184,15.02,Gas Giant,1,2024,TIC 393818343
TIC 46432937 b,13.316,21.19,Dwarf Planet,1,2024,TIC 46432937
TIC 4672985 b,11.5,63.23,Ice Giant,1,2024,TIC 4672985
TOI-1052 b,2.87,26.11,Proto Planet,1,2023,TOI-1052
TOI-1052 c,6.48,113.18,Proto Planet,1,2023,TOI-1052
TOI-1062 b,2.265,20.53,Garden World,0,2021,TOI-1062
TOI-1062 c,3.1,106.64,Gas Giant,1,2021,TOI-1062
TOI-1064 b,2.587,72.59,Dwarf Planet,1,2022,TOI-1064
TOI-1064 c,2.651,53.08,Dwarf Planet,1,2022,TOI-1064
TOI-1075 b,1.791,90.87,Garden World,0,2022,TOI-1075
TOI-1107 b,14.572,23.58,Proto Planet,0,2022,TOI-1107
TOI-1130 b,3.66,19.62,Proto Planet,0,2020,TOI-1130
TOI-1130 c,13,75.38,Ice Giant,1,2020,TOI-1130
TOI-1135 b,9.341,83.59,Garden World,1,2024,TOI-1135
TOI-1136 b,1.9,43.02,Ice Giant,0,2022,TOI-1136
TOI-1136 c,2.879,49.55,Proto Planet,0,2022,TOI-1136
TOI-1136 d,4.627,70.74,Gas Giant,0,2022,TOI-1136
TOI-1136 e,2.639,1.54,Garden World,0,2022,TOI-1136
TOI-1136 f,3.736,36.37,Proto Planet,0,2022,TOI-1136
TOI-1136 g,2.53,74.4,Dwarf Planet,0,2022,TOI-1136
TOI-1173 b,9.19,88.29,Ice Giant,1,2024,TOI-1173
TOI-1174 b,2.562,77.01,Proto Planet,0,2024,TOI-1174
TOI-1180 b,3.072,112.51,Dwarf Planet,1,2024,TOI-1180
TOI-1181 b,17.026,53.41,Ice Giant,1,2022,TOI-1181
TOI-1184 b,2.39,6.38,Dwarf Planet,0,2024,TOI-1184
TOI-1194 b,8.717,53.93,Gas Giant,0,2023,TOI-1194
TOI-1199 b,10.514,96.54,Proto Planet,0,2024,TOI-1199
TOI-1201 b,2.415,89.57,Proto Planet,0,2021,TOI-1201
TOI-122 b,2.72,83.16,Garden World,0,2020,TOI-122
TOI-1221 b,2.91,52.86,Garden World,1,2023,TOI-1221
TOI-1224 b,2.104,55.7,Ice Giant,0,2024,TOI-1224
TOI-1224 c,2.884,106.66,Ice Giant,0,2024,TOI-1224
TOI-1227 b,9.572,118.73,Gas Giant,1,2022,TOI-1227
TOI-1231 b,3.65,69.2,Garden World,1,2021,TOI-1231
TOI-1235 b,1.69,44.78,Dwarf Planet,0,2020,TOI-1235
TOI-1244 b,2.467,26.01,Garden World,1,2024,TOI-1244
TOI-1246 b,3.01,45.66,Ice Giant,1,2022,TOI-1246
TOI-1246 c,2.451,17.66,Gas Giant,1,2022,TOI-1246
TOI-1246 d,3.431,44.14,Proto Planet,0,2022,TOI-1246
TOI-1246 e,3.514,21.8,Ice Giant,1,2022,TOI-1246
TOI-1248 b,6.808,77.23,Gas Giant,0,2024,TOI-1248
TOI-1249 b,3.271,50.23,Proto Planet,0,2024,TOI-1249
TOI-125 b,2.726,85.28,Ice Giant,0,2019,TOI-125
TOI-125 c,2.759,116.81,Ice Giant,1,2019,TOI-125
TOI-125 d,2.93,106.31,Garden World,1,2020,TOI-125
TOI-1259 A b,11.456,93.96,Dwarf Planet,1,2021,TOI-1259
TOI-1260 b,2.41,115.65,Garden World,1,2021,TOI-1260
TOI-1260 c,2.76,106.93,Gas Giant,1,2021,TOI-1260
TOI-1260 d,3.12,28.91,Dwarf Planet,1,2022,TOI-1260
TOI-1266 b,2.62,78.53,Garden World,0,2020,TOI-1266
TOI-1266 c,2.13,15.71,Dwarf Planet,1,2020,TOI-1266
TOI-1268 b,9.1,55.13,Dwarf Planet,0,2022,TOI-1268
TOI-1269 b,2.401,113.98,Ice Giant,1,2024,TOI-1269
TOI-1272 b,4.132,91.63,Chthonian Planet,1,2022,TOI-1272
TOI-1272 c,4.95,18.56,Dwarf Planet,1,2022,TOI-1272
TOI-1273 b,11.097,81.66,Dwarf Planet,0,2024,TOI-1273
TOI-1278 b,12.218,105.37,Ice Giant,1,2021,TOI-1278
TOI-1279 b,2.661,2.77,Gas Giant,1,2024,TOI-1279
TOI-128.01,2.219,52.66,Dwarf Planet,1,2024,TOI-128
TOI-1288 b,4.968,35.29,Dwarf Planet,0,2022,TOI-1288
TOI-1288 c,11.1,94.1,Chthonian Planet,1,2022,TOI-1288
TOI-1294 b,10.124,57.24,Ice Giant,1,2024,TOI-1294
TOI-1294 c,14.3,56.06,Garden World,1,2024,TOI-1294
TOI-1295 b,15.693,70.57,Dwarf Planet,0,2024,TOI-1295
TOI-1296 b,14.116,37.47,Ice Giant,0,2021,TOI-1296
TOI-1298 b,9.658,6.78,Dwarf Planet,0,2021,TOI-1298
TOI-1301.01,2.477,92.54,Gas Giant,1,2024,TOI-1301
TOI-132 b,3.42,26.63,Gas Giant,1,2020,TOI-132
TOI-1333 b,15.648,52.78,Garden World,1,2021,TOI-1333
TOI-1338 b,7.661,70.29,Proto Planet,0,2020,TOI-1338
TOI-1338 c,10.3,68.16,Dwarf Planet,0,2023,TOI-1338
TOI-1347 b,1.8,114.02,Proto Planet,1,2024,TOI-1347
TOI-1347 c,1.6,12.14,Gas Giant,1,2024,TOI-1347
TOI-1386 b,6.216,93.06,Gas Giant,1,2024,TOI-1386
TOI-1386 c,10.3,69.6,Ice Giant,1,2024,TOI-1386
TOI-139 b,2.457,30.85,Garden World,1,2023,TOI-139
TOI-1408 b,25,72.41,Ice Giant,0,2023,TOI-1408
TOI-1408 c,2.22,85.24,Chthonian Planet,0,2024,TOI-1408
