Planet Name,Biome,Phylum
Kepler-351 b,Alpine,Mollusca
Kepler-351 c,Swamp,Annelida
Kepler-351 d,Temperate,Platyhelminthes
Kepler-352 b,Boreal,Platyhelminthes
Kepler-352 c,Tundra,Nematoda
Kepler-352 d,Desert,Annelida
Kepler-353 b,Boreal,Bryophyta
Kepler-353 c,Boreal,Chordata
Kepler-354 b,Marshland,Cnidaria
Kepler-354 c,Nemoral,Bryophyta
Kepler-354 d,Marshland,Mollusca
Kepler-355 b,Temperate,Angiospermae
Kepler-355 c,Tundra,Porifera
Kepler-356 b,Boreal,Porifera
Kepler-356 c,Desert,Annelida
Kepler-357 b,Tropical,Annelida
Kepler-357 c,Tundra,Cnidaria
Kepler-357 d,Temperate,Annelida
Kepler-358 b,Scarlet,Chordata
Kepler-358 c,Scarlet,Echinodermata
Kepler-359 b,Swamp,Mollusca
Kepler-359 c,Swamp,Angiospermae
Kepler-359 d,Scarlet,Arthropoda
Kepler-36 b,Boreal,Echinodermata
Kepler-36 c,Tropical,Angiospermae
Kepler-360 b,Marshland,Echinodermata
Kepler-360 c,Scarlet,Porifera
Kepler-361 b,Tropical,Annelida
Kepler-361 c,Nemoral,Pteridophyta
Kepler-362 b,Boreal,Chordata
Kepler-362 c,Nemoral,Cnidaria
Kepler-363 b,Tropical,Chordata
Kepler-363 c,Marshland,Bryophyta
Kepler-363 d,Tundra,Bryophyta
Kepler-364 b,Desert,Bryophyta
Kepler-364 c,Tropical,Mollusca
Kepler-365 b,Alpine,Arthropoda
Kepler-365 c,Scarlet,Chordata
Kepler-366 b,Tundra,Mollusca
Kepler-366 c,Tropical,Mollusca
Kepler-367 b,Boreal,Annelida
Kepler-367 c,Temperate,Porifera
Kepler-368 b,Scarlet,Platyhelminthes
Kepler-368 c,Desert,Arthropoda
Kepler-369 b,Alpine,Pteridophyta
Kepler-369 c,Tropical,Platyhelminthes
Kepler-37 b,Tropical,Platyhelminthes
Kepler-37 c,Tropical,Porifera
Kepler-37 d,Desert,Nematoda
Kepler-37 e,Alpine,Echinodermata
Kepler-370 b,Nemoral,Bryophyta
Kepler-370 c,Boreal,Platyhelminthes
Kepler-371 b,Tropical,Cnidaria
Kepler-371 c,Tundra,Mollusca
Kepler-372 b,Tundra,Echinodermata
Kepler-372 c,Desert,Annelida
Kepler-372 d,Swamp,Porifera
Kepler-373 b,Scarlet,Bryophyta
Kepler-373 c,Alpine,Bryophyta
Kepler-374 b,Swamp,Cnidaria
Kepler-374 c,Tropical,Arthropoda
Kepler-374 d,Temperate,Pteridophyta
Kepler-375 b,Marshland,Cnidaria
Kepler-375 c,Tundra,Pteridophyta
Kepler-376 b,Tundra,Echinodermata
Kepler-376 c,Tundra,Annelida
Kepler-377 b,Alpine,Platyhelminthes
Kepler-377 c,Tundra,Echinodermata
Kepler-378 b,Tundra,Angiospermae
Kepler-378 c,Swamp,Bryophyta
Kepler-379 b,Swamp,Nematoda
Kepler-379 c,Swamp,Platyhelminthes
Kepler-38 b,Desert,Echinodermata
Kepler-380 b,Swamp,Platyhelminthes
Kepler-380 c,Tundra,Cnidaria
Kepler-381 b,Swamp,Platyhelminthes
Kepler-381 c,Scarlet,Cnidaria
Kepler-381 d,Nemoral,Pteridophyta
Kepler-382 b,Swamp,Chordata
Kepler-382 c,Nemoral,Pteridophyta
Kepler-383 b,Boreal,Pteridophyta
Kepler-383 c,Tropical,Annelida
Kepler-384 b,Tundra,Arthropoda
Kepler-384 c,Swamp,Cnidaria
Kepler-385 b,Scarlet,Chordata
Kepler-385 c,Alpine,Porifera
Kepler-385 d,Scarlet,Echinodermata
Kepler-386 b,Swamp,Angiospermae
Kepler-386 c,Tropical,Echinodermata
Kepler-387 b,Boreal,Mollusca
Kepler-387 c,Boreal,Nematoda
Kepler-388 b,Desert,Mollusca
Kepler-388 c,Boreal,Chordata
Kepler-389 b,Tropical,Annelida
Kepler-389 c,Tundra,Nematoda
Kepler-39 b,Temperate,Arthropoda
Kepler-390 b,Tropical,Nematoda
Kepler-390 c,Tundra,Pteridophyta
Kepler-391 b,Tundra,Pteridophyta
Kepler-391 c,Alpine,Pteridophyta
Kepler-392 b,Marshland,Annelida
Kepler-392 c,Tundra,Cnidaria
Kepler-393 b,Alpine,Pteridophyta
Kepler-393 c,Boreal,Echinodermata
Kepler-394 b,Swamp,Bryophyta
Kepler-394 c,Tropical,Nematoda
Kepler-394 d,Marshland,Nematoda
Kepler-395 b,Desert,Angiospermae
Kepler-395 c,Tundra,Bryophyta
Kepler-396 b,Tropical,Angiospermae
Kepler-396 c,Marshland,Chordata
Kepler-397 b,Scarlet,Annelida
Kepler-397 c,Swamp,Mollusca
Kepler-398 b,Desert,Pteridophyta
Kepler-398 c,Scarlet,Chordata
Kepler-398 d,Boreal,Cnidaria
Kepler-399 b,Desert,Bryophyta
Kepler-399 c,Marshland,Cnidaria
Kepler-399 d,Nemoral,Angiospermae
Kepler-4 b,Alpine,Echinodermata
Kepler-40 b,Boreal,Echinodermata
Kepler-400 b,Scarlet,Echinodermata
Kepler-400 c,Temperate,Platyhelminthes
Kepler-401 b,Marshland,Platyhelminthes
Kepler-401 c,Marshland,Platyhelminthes
Kepler-401 d,Tundra,Echinodermata
Kepler-402 b,Temperate,Cnidaria
Kepler-402 c,Scarlet,Pteridophyta
Kepler-402 d,Boreal,Chordata
Kepler-402 e,Tropical,Annelida
Kepler-403 b,Alpine,Mollusca
Kepler-403 c,Alpine,Annelida
Kepler-403 d,Tundra,Arthropoda
Kepler-404 b,Scarlet,Echinodermata
Kepler-404 c,Alpine,Bryophyta
Kepler-405 b,Temperate,Angiospermae
Kepler-405 c,Temperate,Chordata
Kepler-406 b,Tropical,Nematoda
Kepler-406 c,Alpine,Cnidaria
Kepler-407 b,Tropical,Porifera
Kepler-407 c,Tropical,Echinodermata
Kepler-408 b,Tropical,Porifera
Kepler-409 b,Tropical,Platyhelminthes
Kepler-41 b,Swamp,Cnidaria
Kepler-410 A b,Tundra,Annelida
Kepler-411 b,Tropical,Echinodermata
Kepler-411 c,Tundra,Annelida
Kepler-411 d,Desert,Chordata
Kepler-411 e,Temperate,Nematoda
Kepler-412 b,Scarlet,Porifera
Kepler-413 b,Swamp,Bryophyta
Kepler-414 b,Tropical,Platyhelminthes
Kepler-414 c,Desert,Arthropoda
Kepler-415 b,Swamp,Chordata
Kepler-415 c,Temperate,Nematoda
Kepler-416 b,Alpine,Annelida
Kepler-416 c,Swamp,Cnidaria
Kepler-416 d,Alpine,Chordata
Kepler-417 b,Tundra,Platyhelminthes
Kepler-417 c,Tropical,Nematoda
Kepler-418 b,Boreal,Mollusca
Kepler-418 c,Tundra,Bryophyta
Kepler-419 b,Tundra,Nematoda
Kepler-419 c,Tundra,Nematoda
Kepler-42 b,Scarlet,Pteridophyta
Kepler-42 c,Alpine,Nematoda
Kepler-42 d,Scarlet,Pteridophyta
Kepler-421 b,Marshland,Cnidaria
Kepler-422 b,Tundra,Bryophyta
Kepler-423 b,Desert,Annelida
Kepler-424 b,Scarlet,Arthropoda
Kepler-424 c,Scarlet,Cnidaria
Kepler-425 b,Desert,Platyhelminthes
Kepler-426 b,Alpine,Platyhelminthes
Kepler-427 b,Tropical,Cnidaria
Kepler-428 b,Desert,Cnidaria
Kepler-43 b,Scarlet,Annelida
Kepler-430 b,Alpine,Porifera
Kepler-430 c,Desert,Arthropoda
Kepler-431 b,Swamp,Echinodermata
Kepler-431 c,Tropical,Annelida
Kepler-431 d,Alpine,Mollusca
Kepler-432 b,Tropical,Arthropoda
Kepler-432 c,Nemoral,Pteridophyta
Kepler-433 b,Tundra,Pteridophyta
Kepler-434 b,Marshland,Annelida
Kepler-435 b,Tundra,Pteridophyta
Kepler-436 b,Temperate,Porifera
Kepler-436 c,Temperate,Mollusca
Kepler-437 b,Boreal,Arthropoda
Kepler-438 b,Desert,Arthropoda
Kepler-439 b,Alpine,Cnidaria
Kepler-44 b,Desert,Angiospermae
Kepler-440 b,Boreal,Chordata
Kepler-441 b,Swamp,Bryophyta
Kepler-442 b,Marshland,Chordata
Kepler-443 b,Swamp,Echinodermata
Kepler-444 b,Alpine,Bryophyta
Kepler-444 c,Temperate,Cnidaria
Kepler-444 d,Tundra,Cnidaria
Kepler-444 e,Alpine,Cnidaria
Kepler-444 f,Swamp,Chordata
Kepler-445 b,Desert,Cnidaria
Kepler-445 c,Tropical,Nematoda
Kepler-445 d,Swamp,Mollusca
Kepler-446 b,Boreal,Pteridophyta
Kepler-446 c,Marshland,Cnidaria
Kepler-446 d,Temperate,Nematoda
Kepler-447 b,Scarlet,Angiospermae
Kepler-448 c,Desert,Nematoda
Kepler-449 b,Alpine,Platyhelminthes
Kepler-449 c,Desert,Bryophyta
Kepler-45 b,Nemoral,Mollusca
Kepler-450 b,Scarlet,Bryophyta
Kepler-450 c,Desert,Arthropoda
Kepler-450 d,Temperate,Mollusca
Kepler-451 c,Temperate,Angiospermae
Kepler-451 d,Alpine,Nematoda
Kepler-452 b,Tundra,Nematoda
Kepler-453 b,Alpine,Annelida
Kepler-454 b,Alpine,Pteridophyta
Kepler-454 c,Tropical,Annelida
Kepler-454 d,Scarlet,Nematoda
Kepler-457 d,Tundra,Arthropoda
Kepler-458 c,Desert,Arthropoda
Kepler-46 b,Alpine,Pteridophyta
Kepler-46 c,Desert,Mollusca
Kepler-46 d,Tropical,Arthropoda
Kepler-460 c,Temperate,Pteridophyta
Kepler-461 b,Alpine,Cnidaria
Kepler-462 b,Desert,Pteridophyta
Kepler-462 c,Alpine,Bryophyta
Kepler-463 b,Tundra,Nematoda
Kepler-464 b,Boreal,Pteridophyta
Kepler-465 b,Marshland,Bryophyta
Kepler-466 b,Swamp,Chordata
Kepler-466 c,Tundra,Nematoda
Kepler-467 b,Tropical,Platyhelminthes
Kepler-468 b,Boreal,Porifera
Kepler-47 b,Boreal,Arthropoda
Kepler-47 c,Swamp,Angiospermae
Kepler-47 d,Alpine,Chordata
Kepler-471 b,Tropical,Cnidaria
Kepler-472 b,Tundra,Platyhelminthes
Kepler-473 b,Scarlet,Cnidaria
Kepler-474 b,Swamp,Nematoda
Kepler-475 b,Tundra,Platyhelminthes
Kepler-476 b,Marshland,Echinodermata
Kepler-477 b,Marshland,Arthropoda
Kepler-478 b,Nemoral,Pteridophyta
Kepler-479 b,Temperate,Pteridophyta
Kepler-48 b,Marshland,Bryophyta
Kepler-48 c,Tundra,Echinodermata
Kepler-48 d,Scarlet,Cnidaria
Kepler-48 e,Temperate,Platyhelminthes
Kepler-48 f,Scarlet,Mollusca
Kepler-480 b,Swamp,Porifera
Kepler-481 b,Boreal,Bryophyta
Kepler-482 b,Alpine,Platyhelminthes
Kepler-483 b,Nemoral,Arthropoda
Kepler-484 b,Desert,Pteridophyta
Kepler-485 b,Swamp,Angiospermae
Kepler-487 b,Swamp,Porifera
Kepler-487 c,Desert,Pteridophyta
Kepler-487 d,Alpine,Angiospermae
Kepler-489 b,Boreal,Nematoda
Kepler-49 b,Boreal,Echinodermata
Kepler-49 c,Swamp,Mollusca
Kepler-49 d,Tundra,Mollusca
Kepler-49 e,Tropical,Echinodermata
Kepler-490 b,Nemoral,Arthropoda
Kepler-491 b,Swamp,Nematoda
Kepler-493 b,Swamp,Nematoda
Kepler-495 b,Tropical,Echinodermata
Kepler-495 c,Alpine,Bryophyta
Kepler-496 b,Scarlet,Nematoda
Kepler-497 b,Scarlet,Mollusca
Kepler-498 b,Scarlet,Angiospermae
Kepler-499 b,Marshland,Bryophyta
Kepler-5 b,Swamp,Angiospermae
Kepler-50 b,Marshland,Nematoda
Kepler-50 c,Boreal,Platyhelminthes
Kepler-500 b,Marshland,Arthropoda
Kepler-501 b,Swamp,Echinodermata
Kepler-501 c,Marshland,Angiospermae
Kepler-502 b,Tundra,Cnidaria
Kepler-504 b,Temperate,Bryophyta
Kepler-505 b,Alpine,Mollusca
Kepler-506 b,Swamp,Porifera
Kepler-507 b,Boreal,Nematoda
Kepler-508 b,Scarlet,Bryophyta
Kepler-509 b,Marshland,Echinodermata
Kepler-51 b,Boreal,Cnidaria
Kepler-51 c,Boreal,Bryophyta
Kepler-51 d,Tropical,Annelida
Kepler-51 e,Swamp,Cnidaria
Kepler-510 b,Tundra,Pteridophyta
Kepler-511 b,Marshland,Chordata
Kepler-511 c,Tundra,Angiospermae
Kepler-512 b,Scarlet,Chordata
Kepler-513 b,Nemoral,Cnidaria
Kepler-514 b,Tropical,Pteridophyta
Kepler-515 b,Marshland,Platyhelminthes
Kepler-516 b,Scarlet,Annelida
Kepler-517 b,Tundra,Echinodermata
Kepler-518 b,Desert,Angiospermae
Kepler-519 b,Swamp,Echinodermata
Kepler-52 b,Swamp,Echinodermata
Kepler-52 c,Scarlet,Platyhelminthes
Kepler-52 d,Temperate,Porifera
Kepler-520 b,Temperate,Arthropoda
Kepler-520 c,Boreal,Bryophyta
Kepler-521 b,Scarlet,Echinodermata
Kepler-522 b,Alpine,Chordata
Kepler-523 b,Desert,Platyhelminthes
Kepler-524 b,Tropical,Echinodermata
Kepler-524 c,Alpine,Angiospermae
Kepler-525 b,Scarlet,Bryophyta
Kepler-526 b,Tropical,Echinodermata
Kepler-527 b,Marshland,Echinodermata
Kepler-528 b,Swamp,Mollusca
Kepler-529 b,Marshland,Bryophyta
Kepler-529 c,Temperate,Annelida
Kepler-529 d,Alpine,Angiospermae
Kepler-53 b,Swamp,Mollusca
Kepler-53 c,Boreal,Arthropoda
Kepler-53 d,Marshland,Chordata
Kepler-530 b,Desert,Cnidaria
Kepler-531 b,Scarlet,Bryophyta
Kepler-532 b,Swamp,Annelida
Kepler-533 b,Desert,Annelida
Kepler-534 b,Marshland,Bryophyta
Kepler-534 c,Tropical,Nematoda
Kepler-535 b,Scarlet,Angiospermae
Kepler-536 b,Marshland,Annelida
Kepler-537 b,Nemoral,Cnidaria
Kepler-538 b,Tropical,Cnidaria
Kepler-539 b,Tundra,Annelida
Kepler-539 c,Nemoral,Pteridophyta
Kepler-54 b,Boreal,Echinodermata
Kepler-54 c,Boreal,Chordata
Kepler-54 d,Boreal,Arthropoda
Kepler-540 b,Tropical,Nematoda
Kepler-541 b,Marshland,Arthropoda
Kepler-542 b,Alpine,Nematoda
Kepler-543 b,Tundra,Bryophyta
Kepler-544 b,Tropical,Cnidaria
Kepler-545 b,Tundra,Echinodermata
Kepler-546 b,Swamp,Annelida
Kepler-547 b,Tundra,Nematoda
Kepler-548 b,Marshland,Cnidaria
Kepler-549 b,Alpine,Bryophyta
Kepler-549 c,Alpine,Bryophyta
Kepler-549 d,Tundra,Annelida
Kepler-55 b,Tundra,Pteridophyta
Kepler-55 c,Boreal,Nematoda
Kepler-55 d,Boreal,Porifera
Kepler-55 e,Tundra,Chordata
Kepler-55 f,Boreal,Nematoda
Kepler-550 b,Nemoral,Annelida
Kepler-551 b,Tropical,Echinodermata
Kepler-552 b,Scarlet,Mollusca
Kepler-553 b,Marshland,Porifera
Kepler-553 c,Alpine,Mollusca
Kepler-554 b,Desert,Platyhelminthes
Kepler-555 b,Marshland,Platyhelminthes
Kepler-556 b,Tropical,Annelida
Kepler-557 b,Swamp,Annelida
Kepler-558 b,Alpine,Chordata
Kepler-559 b,Tropical,Platyhelminthes
Kepler-56 b,Scarlet,Pteridophyta
Kepler-56 c,Nemoral,Annelida
Kepler-56 d,Tundra,Annelida
Kepler-560 b,Desert,Bryophyta
Kepler-561 b,Boreal,Annelida
Kepler-561 c,Tundra,Echinodermata
Kepler-562 b,Marshland,Platyhelminthes
Kepler-563 b,Temperate,Nematoda
Kepler-564 b,Temperate,Annelida
Kepler-565 b,Desert,Chordata
Kepler-566 b,Scarlet,Angiospermae
Kepler-567 b,Alpine,Cnidaria
Kepler-568 b,Boreal,Nematoda
Kepler-569 b,Scarlet,Mollusca
Kepler-57 b,Boreal,Echinodermata
Kepler-57 c,Marshland,Arthropoda
Kepler-570 b,Scarlet,Echinodermata
Kepler-571 b,Alpine,Mollusca
Kepler-572 b,Tundra,Pteridophyta
Kepler-573 b,Scarlet,Mollusca
Kepler-574 b,Boreal,Nematoda
Kepler-575 b,Marshland,Annelida
Kepler-576 b,Boreal,Nematoda
Kepler-577 b,Scarlet,Annelida
Kepler-578 b,Marshland,Nematoda
Kepler-579 b,Marshland,Pteridophyta
Kepler-58 b,Swamp,Pteridophyta
Kepler-58 c,Marshland,Cnidaria
Kepler-58 d,Tropical,Cnidaria
Kepler-58 e,Desert,Angiospermae
Kepler-580 b,Tundra,Pteridophyta
Kepler-581 b,Alpine,Mollusca
Kepler-582 b,Alpine,Bryophyta
Kepler-583 b,Desert,Echinodermata
Kepler-584 b,Boreal,Nematoda
Kepler-585 b,Scarlet,Annelida
Kepler-586 b,Desert,Chordata
Kepler-587 b,Alpine,Pteridophyta
Kepler-588 b,Alpine,Cnidaria
Kepler-589 b,Boreal,Pteridophyta
Kepler-589 c,Tundra,Mollusca
Kepler-59 b,Scarlet,Pteridophyta
Kepler-59 c,Tropical,Nematoda
Kepler-590 b,Scarlet,Chordata
Kepler-591 b,Scarlet,Mollusca
Kepler-592 b,Swamp,Pteridophyta
Kepler-593 b,Alpine,Cnidaria
Kepler-594 b,Alpine,Bryophyta
Kepler-595 b,Desert,Pteridophyta
Kepler-595 c,Swamp,Chordata
Kepler-596 b,Marshland,Annelida
Kepler-597 b,Swamp,Chordata
Kepler-598 b,Boreal,Chordata
Kepler-598 c,Boreal,Bryophyta
Kepler-599 b,Swamp,Annelida
Kepler-6 b,Desert,Arthropoda
Kepler-60 b,Desert,Platyhelminthes
Kepler-60 c,Boreal,Bryophyta
Kepler-60 d,Nemoral,Bryophyta
Kepler-600 b,Boreal,Mollusca
Kepler-601 b,Alpine,Arthropoda
Kepler-602 b,Alpine,Pteridophyta
Kepler-603 b,Scarlet,Echinodermata
Kepler-603 c,Temperate,Annelida
Kepler-603 d,Swamp,Nematoda
Kepler-604 b,Nemoral,Mollusca
Kepler-605 b,Desert,Echinodermata
Kepler-605 c,Scarlet,Arthropoda
Kepler-606 b,Boreal,Echinodermata
Kepler-607 b,Tundra,Mollusca
Kepler-607 c,Boreal,Platyhelminthes
Kepler-608 b,Alpine,Echinodermata
Kepler-609 b,Nemoral,Cnidaria
Kepler-61 b,Swamp,Pteridophyta
Kepler-610 b,Scarlet,Echinodermata
Kepler-610 c,Swamp,Mollusca
Kepler-611 b,Swamp,Pteridophyta
Kepler-612 b,Boreal,Annelida
Kepler-613 b,Marshland,Cnidaria
Kepler-614 b,Swamp,Echinodermata
Kepler-615 b,Marshland,Annelida
Kepler-616 b,Swamp,Nematoda
Kepler-616 c,Scarlet,Cnidaria
Kepler-616 d,Alpine,Angiospermae
Kepler-617 b,Scarlet,Platyhelminthes
Kepler-618 b,Tropical,Annelida
Kepler-619 b,Tropical,Pteridophyta
Kepler-619 c,Alpine,Arthropoda
Kepler-619 d,Scarlet,Bryophyta
Kepler-62 b,Desert,Cnidaria
Kepler-62 c,Alpine,Platyhelminthes
Kepler-62 d,Swamp,Platyhelminthes
Kepler-62 e,Tundra,Cnidaria
Kepler-62 f,Scarlet,Chordata
Kepler-620 b,Boreal,Chordata
Kepler-621 b,Tundra,Nematoda
Kepler-622 b,Boreal,Platyhelminthes
Kepler-623 b,Desert,Arthropoda
Kepler-624 b,Desert,Arthropoda
Kepler-625 b,Desert,Nematoda
Kepler-625 c,Swamp,Porifera
Kepler-626 b,Temperate,Echinodermata
Kepler-627 b,Swamp,Cnidaria
Kepler-629 b,Alpine,Annelida
Kepler-63 b,Boreal,Platyhelminthes
Kepler-630 b,Tundra,Nematoda
Kepler-631 b,Alpine,Annelida
Kepler-632 b,Swamp,Mollusca
Kepler-633 b,Nemoral,Chordata
Kepler-633 c,Marshland,Mollusca
Kepler-634 b,Alpine,Angiospermae
Kepler-635 b,Swamp,Mollusca
Kepler-636 b,Alpine,Porifera
Kepler-637 b,Boreal,Echinodermata
Kepler-638 b,Desert,Annelida
Kepler-639 b,Nemoral,Chordata
Kepler-640 b,Tropical,Nematoda
Kepler-641 b,Alpine,Platyhelminthes
Kepler-642 b,Swamp,Porifera
Kepler-643 b,Desert,Bryophyta
Kepler-644 b,Alpine,Platyhelminthes
Kepler-645 b,Tropical,Echinodermata
Kepler-646 b,Boreal,Arthropoda
Kepler-647 b,Desert,Platyhelminthes
Kepler-647 c,Temperate,Echinodermata
Kepler-648 b,Desert,Chordata
Kepler-649 b,Alpine,Platyhelminthes
Kepler-65 b,Swamp,Platyhelminthes
Kepler-65 c,Swamp,Angiospermae
Kepler-65 d,Boreal,Bryophyta
Kepler-65 e,Alpine,Mollusca
Kepler-650 b,Tropical,Angiospermae
Kepler-651 b,Swamp,Platyhelminthes
Kepler-652 b,Scarlet,Nematoda
Kepler-653 b,Scarlet,Arthropoda
Kepler-653 c,Marshland,Platyhelminthes
Kepler-654 b,Swamp,Arthropoda
Kepler-655 b,Swamp,Mollusca
Kepler-656 b,Boreal,Echinodermata
Kepler-656 c,Marshland,Angiospermae
Kepler-657 b,Tropical,Angiospermae
Kepler-658 b,Tundra,Pteridophyta
Kepler-659 b,Scarlet,Mollusca
Kepler-66 b,Tundra,Arthropoda
Kepler-660 b,Marshland,Platyhelminthes
Kepler-661 b,Swamp,Mollusca
Kepler-662 b,Tundra,Mollusca
Kepler-663 b,Swamp,Angiospermae
Kepler-664 b,Scarlet,Chordata
Kepler-665 b,Tundra,Cnidaria
Kepler-666 b,Nemoral,Pteridophyta
Kepler-667 b,Nemoral,Chordata
Kepler-668 b,Boreal,Chordata
Kepler-669 b,Temperate,Echinodermata
Kepler-67 b,Temperate,Mollusca
Kepler-670 b,Nemoral,Annelida
Kepler-671 b,Swamp,Echinodermata
Kepler-672 b,Temperate,Mollusca
Kepler-673 b,Alpine,Annelida
Kepler-674 b,Alpine,Chordata
Kepler-675 b,Swamp,Arthropoda
Kepler-676 b,Nemoral,Echinodermata
Kepler-677 b,Nemoral,Cnidaria
Kepler-678 b,Tundra,Annelida
Kepler-679 b,Tropical,Platyhelminthes
Kepler-68 b,Tropical,Echinodermata
Kepler-68 c,Alpine,Arthropoda
Kepler-68 d,Scarlet,Mollusca
Kepler-68 e,Swamp,Echinodermata
Kepler-680 b,Desert,Bryophyta
Kepler-681 b,Marshland,Annelida
Kepler-682 b,Marshland,Cnidaria
Kepler-683 b,Desert,Annelida
Kepler-684 b,Swamp,Platyhelminthes
Kepler-685 b,Desert,Angiospermae
Kepler-686 b,Scarlet,Platyhelminthes
Kepler-687 b,Boreal,Platyhelminthes
Kepler-688 b,Marshland,Mollusca
Kepler-689 b,Scarlet,Platyhelminthes
Kepler-69 b,Desert,Nematoda
Kepler-69 c,Scarlet,Echinodermata
Kepler-690 b,Tropical,Annelida
Kepler-691 b,Boreal,Cnidaria
Kepler-692 b,Alpine,Cnidaria
Kepler-693 b,Marshland,Annelida
Kepler-694 b,Alpine,Annelida
Kepler-695 b,Swamp,Pteridophyta
Kepler-696 b,Tundra,Echinodermata
Kepler-697 b,Boreal,Mollusca
Kepler-698 b,Scarlet,Angiospermae
Kepler-7 b,Desert,Nematoda
Kepler-700 b,Tropical,Annelida
Kepler-701 b,Swamp,Bryophyta
Kepler-702 b,Boreal,Echinodermata
Kepler-703 b,Boreal,Chordata
Kepler-704 b,Tropical,Pteridophyta
Kepler-705 b,Tropical,Bryophyta
Kepler-707 b,Tundra,Porifera
Kepler-708 b,Swamp,Pteridophyta
Kepler-709 b,Marshland,Pteridophyta
Kepler-710 b,Alpine,Chordata
Kepler-711 b,Nemoral,Mollusca
Kepler-712 b,Tropical,Nematoda
Kepler-712 c,Swamp,Platyhelminthes
Kepler-713 b,Tropical,Chordata
Kepler-714 b,Alpine,Nematoda
Kepler-715 b,Scarlet,Bryophyta
Kepler-716 b,Desert,Platyhelminthes
Kepler-716 c,Tundra,Mollusca
Kepler-717 b,Tropical,Echinodermata
Kepler-718 b,Boreal,Angiospermae
Kepler-719 b,Desert,Echinodermata
Kepler-720 b,Marshland,Arthropoda
Kepler-721 b,Desert,Arthropoda
Kepler-722 b,Scarlet,Bryophyta
Kepler-722 c,Marshland,Arthropoda
Kepler-723 b,Marshland,Platyhelminthes
Kepler-724 b,Swamp,Mollusca
Kepler-725 b,Boreal,Nematoda
Kepler-726 b,Boreal,Chordata
Kepler-727 b,Boreal,Platyhelminthes
Kepler-728 b,Marshland,Arthropoda
Kepler-729 b,Scarlet,Annelida
Kepler-730 b,Tundra,Pteridophyta
Kepler-730 c,Scarlet,Annelida
Kepler-731 b,Swamp,Mollusca
Kepler-732 b,Boreal,Pteridophyta
Kepler-732 c,Tundra,Nematoda
Kepler-733 b,Tropical,Bryophyta
Kepler-734 b,Boreal,Platyhelminthes
Kepler-735 b,Scarlet,Echinodermata
Kepler-736 b,Tundra,Cnidaria
Kepler-737 b,Tundra,Echinodermata
Kepler-738 b,Alpine,Echinodermata
Kepler-739 b,Swamp,Porifera
Kepler-74 b,Swamp,Cnidaria
Kepler-740 b,Alpine,Echinodermata
Kepler-741 b,Tropical,Porifera
Kepler-742 b,Alpine,Echinodermata
Kepler-743 b,Boreal,Pteridophyta
Kepler-744 b,Alpine,Annelida
Kepler-745 b,Scarlet,Echinodermata
Kepler-746 b,Nemoral,Platyhelminthes
Kepler-747 b,Nemoral,Angiospermae
Kepler-748 b,Scarlet,Cnidaria
Kepler-749 b,Marshland,Chordata
Kepler-75 b,Marshland,Annelida
Kepler-750 b,Desert,Arthropoda
Kepler-750 c,Boreal,Pteridophyta
Kepler-751 b,Nemoral,Bryophyta
Kepler-752 b,Tundra,Nematoda
Kepler-753 b,Tundra,Annelida
Kepler-754 b,Temperate,Nematoda
Kepler-755 b,Tundra,Echinodermata
Kepler-755 c,Boreal,Cnidaria
Kepler-756 b,Marshland,Pteridophyta
Kepler-757 b,Scarlet,Platyhelminthes
Kepler-758 b,Swamp,Arthropoda
Kepler-758 c,Boreal,Chordata
Kepler-758 d,Boreal,Porifera
Kepler-758 e,Alpine,Arthropoda
Kepler-759 b,Tropical,Angiospermae
Kepler-76 b,Boreal,Platyhelminthes
Kepler-760 b,Tundra,Arthropoda
Kepler-760 c,Alpine,Mollusca
Kepler-761 b,Tropical,Bryophyta
Kepler-762 b,Desert,Nematoda
Kepler-763 b,Tundra,Porifera
Kepler-763 c,Tropical,Arthropoda
Kepler-763 d,Swamp,Platyhelminthes
Kepler-764 b,Tundra,Cnidaria
Kepler-765 b,Alpine,Arthropoda
Kepler-766 b,Alpine,Cnidaria
Kepler-767 b,Alpine,Platyhelminthes
Kepler-768 b,Tropical,Mollusca
Kepler-769 b,Swamp,Pteridophyta
Kepler-769 c,Temperate,Echinodermata
Kepler-77 b,Marshland,Cnidaria
Kepler-770 b,Boreal,Platyhelminthes
Kepler-770 c,Scarlet,Pteridophyta
Kepler-770 d,Marshland,Echinodermata
Kepler-771 b,Desert,Bryophyta
Kepler-772 b,Boreal,Arthropoda
Kepler-773 b,Tundra,Cnidaria
Kepler-774 b,Swamp,Platyhelminthes
Kepler-775 b,Scarlet,Pteridophyta
Kepler-776 b,Marshland,Annelida
Kepler-777 b,Temperate,Arthropoda
Kepler-778 b,Boreal,Mollusca
Kepler-779 b,Scarlet,Echinodermata
Kepler-78 b,Tropical,Porifera
Kepler-780 b,Temperate,Bryophyta
Kepler-781 b,Swamp,Bryophyta
Kepler-782 b,Desert,Platyhelminthes
Kepler-783 b,Desert,Annelida
Kepler-783 c,Tundra,Arthropoda
Kepler-784 b,Tropical,Chordata
Kepler-784 c,Tundra,Chordata
Kepler-785 b,Alpine,Nematoda
Kepler-786 b,Temperate,Cnidaria
Kepler-787 b,Swamp,Bryophyta
Kepler-788 b,Tundra,Annelida
Kepler-789 b,Marshland,Cnidaria
Kepler-79 b,Marshland,Annelida
